name          morph
	@cmd	attack1 0 110 15 "ANI_FOLLOW5"
	frame	data/chars/beyond/1alien7/rise4.gif
	frame	data/chars/beyond/1alien7/rise5.gif
		
anim	spawn
	loop	0
	delay	4
	offset	107 195
	bbox	0 0 0 0
	drawmethod	250 250 0 0 0 1 -1
	frame	data/chars/beyond/1alien7/spawn01.gif
	@cmd	subwall 1
	@cmd	subplat 1
	delay	8
	frame	data/chars/beyond/1alien7/spawn02.gif
	frame	data/chars/beyond/1alien7/spawn03.gif
	sound	data/sounds/super1.wav
	frame	data/chars/beyond/1alien7/spawn04.gif
	frame	data/chars/beyond/1alien7/spawn05.gif
	frame	data/chars/beyond/1alien7/spawn06.gif
	frame	data/chars/beyond/1alien7/spawn07.gif
	frame	data/chars/beyond/1alien7/spawn08.gif
	frame	data/chars/beyond/1alien7/spawn09.gif
	@cmd	looper 6 3
	frame	data/chars/beyond/1alien7/spawn10.gif
	frame	data/chars/beyond/1alien7/spawn11.gif
	frame	data/chars/beyond/1alien7/spawn12.gif
	frame	data/chars/beyond/1alien7/spawn13.gif
	frame	data/chars/beyond/1alien7/spawn14.gif
	nodrawmethod	
	frame	data/chars/beyond/1alien7/spawn15.gif
	offset	100 183
	frame	data/chars/beyond/1alien7/ju03.gif
	frame	data/chars/beyond/1alien7/ju02.gif
	frame	data/chars/beyond/1alien7/ju01.gif
		
anim	special
	energycost	30
	loop	0
	delay	9
	offset	100 183
	bbox	0 0 0 0
	followanim	4
	followcond	1
	fastattack	1
	hitfx	data/sounds/grab.wav
	frame	data/chars/beyond/1alien7/rise5.gif
	frame	data/chars/beyond/1alien7/gb00.gif
	attack	105 80 55 50 0 0 1 1 0 0
	delay	20
	frame	data/chars/beyond/1alien7/gb01.gif
	delay	12
	frame	data/chars/beyond/1alien7/gb00.gif
		
anim	upper
	range	5 210
	rangez	-30 30
	loop	0
	delay	7
	offset	100 160
	bbox	0 0 0 0
	jumpframe	0 5 1
	landframe	11
	fastattack	1
	hitflash	Flash6
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/beyond/1alien7/ju03.gif
	offset	100 175
	frame	data/chars/beyond/1alien7/up01.gif
	frame	data/chars/beyond/1alien7/up02.gif
	attack	75 5 90 120 12 1 0 0 35 15
	dropv	4 2
	frame	data/chars/beyond/1alien7/up03.gif
	frame	data/chars/beyond/1alien7/up04.gif
	bbox	70 90 55 50
	frame	data/chars/beyond/1alien7/up05.gif
	attack	0 0 0 0
	frame	data/chars/beyond/1alien7/up06.gif
	delay	9
	frame	data/chars/beyond/1alien7/up01.gif
	offset	100 175
	frame	data/chars/beyond/1alien7/ju03.gif
	frame	data/chars/beyond/1alien7/ju02.gif
	delay	300
	frame	data/chars/beyond/1alien7/ju01.gif
	offset	100 183
	delay	12
	frame	data/chars/beyond/1alien7/a00.gif
		
anim	walk
	loop	1
	delay	8
	offset	100 183
	bbox	79 97 50 91
	frame	data/chars/beyond/1alien7/wk01.gif
	frame	data/chars/beyond/1alien7/wk02.gif
	frame	data/chars/beyond/1alien7/wk03.gif
	frame	data/chars/beyond/1alien7/wk04.gif
	frame	data/chars/beyond/1alien7/wk05.gif
	frame	data/chars/beyond/1alien7/wk06.gif
	frame	data/chars/beyond/1alien7/wk07.gif
	frame	data/chars/beyond/1alien7/wk08.gif
	frame	data/chars/beyond/1alien7/wk09.gif
	frame	data/chars/beyond/1alien7/wk10.gif
	frame	data/chars/beyond/1alien7/wk11.gif
	frame	data/chars/beyond/1alien7/wk12.gif
		
#|edited by openBor Stats v 0.53
		
