name		clarkplr
	frame	data/chars/xclark/pw31.png #13
	@cmd	position 1 17 108 -1 1
	frame	data/chars/xclark/pw32.png
	delay	8
	@cmd	position 1 -0 95 -1 1
	frame	data/chars/xclark/pw33.png #15
	blast	105 120 80 50 8 1 0 15 10
	@cmd	position 1 -5 100 -1 1
	frame	data/chars/xclark/pw34.png
	@cmd	position 1 -2 98 -1 1
	frame	data/chars/xclark/pw35.png
	sound	data/sounds/fall02.wav
	@cmd	spawn01 "dust" 1 1 1
	@cmd	position 1 -0 96 -1 1
	frame	data/chars/xclark/pw36.png
	@cmd	position 1 -2 98 -1 1
	frame	data/chars/xclark/pw37.png
	@cmd	position 1 -0 98 -1 1
	frame	data/chars/xclark/pw38.png
	sound	data/sounds/fall02.wav
	@cmd	spawn01 "dust" 1 1 1
	@cmd	position 1 -0 95 -1 1
	frame	data/chars/xclark/pw33.png #21
	@cmd	position 1 -5 100 -1 1
	frame	data/chars/xclark/pw34.png
	@cmd	position 1 -2 98 -1 1
	frame	data/chars/xclark/pw35.png
	sound	data/sounds/fall02.wav
	@cmd	spawn01 "dust" 1 1 1
	@cmd	position 1 -0 96 -1 1
	frame	data/chars/xclark/pw36.png
	@cmd	position 1 -2 98 -1 1
	frame	data/chars/xclark/pw37.png
	@cmd	position 1 -0 98 -1 1
	frame	data/chars/xclark/pw38.png
	sound	data/sounds/fall02.wav
	@cmd	spawn01 "dust" 1 1 1
	@cmd	position 1 -0 95 -1 1
	frame	data/chars/xclark/pw33.png #27
	@cmd	position 1 -5 100 -1 1
	frame	data/chars/xclark/pw34.png
	@cmd	position 1 -2 98 -1 1
	frame	data/chars/xclark/pw35.png
	sound	data/sounds/fall02.wav
	@cmd	spawn01 "dust" 1 1 1
	@cmd	position 1 -0 96 -1 1
	frame	data/chars/xclark/pw36.png
	@cmd	position 1 -2 98 -1 1
	frame	data/chars/xclark/pw37.png
	@cmd	position 1 -0 98 -1 1
	frame	data/chars/xclark/pw38.png #32
	sound	data/sounds/fall02.wav
	@cmd	spawn01 "dust" 1 1 1
	delay	12
	@cmd	stop
	@cmd	dasher -3 0 0
	sound	data/sounds/xclark04.wav
	@cmd	position 2 -15 120 -1 1
	frame	data/chars/xclark/pw40.png #33
	@cmd	position 2 -10 115 -1 1
	frame	data/chars/xclark/pw41.png
	@cmd	position 2 -5 95 -1 1
	frame	data/chars/xclark/pw42.png
	@cmd	stop
	delay	10
	@cmd	spawn01 "qfx" -30 1 1
	@cmd	spawn01 "flashscreen1" -30 1 1
	sound	data/sounds/fall3.wav
	@cmd	position 14 -40 45 -1 -1
	frame	data/chars/xclark/pw43.png #36
	delay	20
	@cmd	position 15 -40 45 -1 -1
	frame	data/chars/xclark/pw44.png
	delay	10
	@cmd	position 14 -40 45 -1 -1
	frame	data/chars/xclark/pw45.png
	@cmd	position 14 -40 45 -1 -1
	frame	data/chars/xclark/pw46.png
	blast	0 0 0 0
	delay	12
	@cmd	position 4 -10 35 -1 1
	frame	data/chars/xclark/pw47.png #40
	@cmd	flip
	@cmd	looper 1 4
	delay	12
	sound	data/sounds/grab.wav
	@cmd	position 0 15 65 -1 1
	frame	data/chars/xclark/pw50.png
	@cmd	position 1 -10 115 -1 1
	frame	data/chars/xclark/pw51.png #42
	sound	data/sounds/xclark02.wav
	@cmd	position 0 -5 90 -1 1
	frame	data/chars/xclark/pw52.png
	sound	data/sounds/xclark02.wav
	@cmd	position 2 -30 80 -1 1
	frame	data/chars/xclark/pw53.png
	sound	data/sounds/xclark02.wav
	@cmd	position 14 -30 50 -1 -1
	frame	data/chars/xclark/pw54.png
	sound	data/sounds/xclark02.wav
	delay	5
	@cmd	position 14 -25 45 -1 -1
	frame	data/chars/xclark/pw55.png
	@cmd	position 14 -25 45 -1 -1
	frame	data/chars/xclark/pw55.png
	delay	500
	blast	105 120 80 85 8 1 0 15 10
	@cmd	position 14 -25 45 -1 -1
	frame	data/chars/xclark/pw55.png
	delay	50
	sound	data/sounds/fall2.wav
	@cmd	spawn01 "flashscreen2" -10 1 1
	@cmd	position 15 -25 45 -1 -1
	frame	data/chars/xclark/pw56.png #49
	blast	0 0 0 0
	delay	12
	sound	data/sounds/xclark01.wav
	@cmd	depost 0
	@cmd	finish 200 1 1 4 0 -1
	frame	data/chars/xclark/pw57.png
	@cmd	clearL
	sound	data/sounds/xclark01.wav
	frame	data/chars/xclark/pw58.png
	sound	data/sounds/xclark01.wav
	frame	data/chars/xclark/pw59.png
	sound	data/sounds/xclark01.wav
	frame	data/chars/xclark/pw60.png
	delay	80
	frame	data/chars/xclark/pw61.png
	delay	12
	frame	data/chars/xclark/pw60.png
	frame	data/chars/xclark/pw59.png
	delay	9
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	freespecial27
	energycost	75
	mponly	1
	loop	0
	delay	9
	offset	145 211
	bbox	0 0 0 0
	fastattack	1
	forcedirection	-1
	seal	7 1
	followanim	4
	followcond	1
	hitfx	data/sounds/empty.wav
	frame	data/chars/xclark/pw100.png
	@cmd	clearL
	frame	data/chars/xclark/pw101.png
	sound	data/sounds/super1.wav
	frame	data/chars/xclark/pw102.png
	@cmd	spawn04 "allsp" 1 1 1 2
	frame	data/chars/xclark/pw103.png
	delay	70
	frame	data/chars/xclark/pw104.png
	delay	9
	bbox	0 0 0 0
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/dgd02.png
	delay	3
	move	5
	sound	data/sounds/slowm.wav
	frame	data/chars/xclark/pw105.png
	frame	data/chars/xclark/pw105.png
	@cmd	keymove 1.2
	frame	data/chars/xclark/pw105.png
	move	7
	attack	125 131 80 65 0 0 1 1 5 20
	@cmd	keymove 1.2
	frame	data/chars/xclark/pw106.png #10
	frame	data/chars/xclark/pw106.png
	@cmd	keymove 1.2
	frame	data/chars/xclark/pw106.png
	@cmd	keymove 1.2
	frame	data/chars/xclark/pw106.png
	@cmd	looper 10 5
	attack	0 0 0 0
	move	4
	frame	data/chars/xclark/pw106.png
	frame	data/chars/xclark/pw106.png
	frame	data/chars/xclark/pw106.png
	delay	9
	move	0
	@cmd	stop
	frame	data/chars/xclark/rise2.png
	@cmd	clearL
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	freespecial29
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame > 4 && playerkeys(plyr, 0, "attack3"))
	{
	  updateframe(self, 1);
	}
	@end_script	
	loop	0
	delay	10
	offset	145 211
	bbox	130 125 30 75
	sound	data/sounds/xclark05.wav
	frame	data/chars/xclark/chg01.png
	delay	6
	frame	data/chars/xclark/chg05.png #1
	frame	data/chars/xclark/chg06.png
	@cmd	mpgain 1
	frame	data/chars/xclark/chg07.png
	frame	data/chars/xclark/chg08.png #4
	delay	8
	frame	data/chars/xclark/chg02.png
	frame	data/chars/xclark/chg03.png
		
anim	freespecial3
	energycost	15
	mponly	1
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	seal	5 1
	fastattack	1
	forcedirection	-1
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xclark04.wav
	frame	data/chars/xclark/pw100.png
	frame	data/chars/xclark/pw101.png
	delay	5
	@cmd	dasher 0.3 0 0
	frame	data/chars/xclark/pw01.png
	attack10	143 107 85 50 4 1 0 0 3 15
	dropv	1 0.3
	frame	data/chars/xclark/pw02.png
	attack10	0 0 0 0
	frame	data/chars/xclark/pw03.png
	attack10	143 107 85 50 4 1 0 0 3 15
	dropv	0.5 0.3
	frame	data/chars/xclark/pw04.png
	attack10	0 0 0 0
	sound	data/sounds/xclark03.wav
	frame	data/chars/xclark/pw05.png
	attack10	143 107 85 50 4 1 0 0 3 15
	dropv	0.5 0.3
	frame	data/chars/xclark/pw06.png
	attack10	0 0 0 0
	frame	data/chars/xclark/pw07.png
	attack10	143 107 85 50 4 1 0 0 3 15
	dropv	0.5 0.3
	frame	data/chars/xclark/pw08.png
	attack10	0 0 0 0
	frame	data/chars/xclark/pw09.png
	@cmd	looper 5 4
	frame	data/chars/xclark/pw01.png
	attack10	143 107 85 50 21 1 0 0 35 15
	dropv	2 3
	frame	data/chars/xclark/pw02.png
	attack10	0 0 0 0
	frame	data/chars/xclark/pw03.png
	delay	15
	frame	data/chars/xclark/a14.png
	delay	9
	@cmd	stop
	frame	data/chars/xclark/a15.png
	frame	data/chars/xclark/a16.png
	frame	data/chars/xclark/a01.png
		
anim	freespecial30
	energycost	55
	mponly	1
	weaponframe	17 2
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xclark/spw10.png
	delay	9
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xclark/spw12.png
	delay	40
	sound	data/sounds/xclarkTlk01.wav
	frame	data/chars/xclark/spw13.png
	delay	9
	frame	data/chars/xclark/spw12.png
	frame	data/chars/xclark/spw11.png #6
	delay	5
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png #17
	frame	data/chars/xralf/emp.png
		
anim	freespecial31
	energycost	55
	mponly	1
	weaponframe	17 9
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xclark/spw10.png
	delay	9
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xclark/spw12.png
	delay	40
	sound	data/sounds/xclarkTlk01.wav
	frame	data/chars/xclark/spw13.png
	delay	9
	frame	data/chars/xclark/spw12.png
	frame	data/chars/xclark/spw11.png #6
	delay	5
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xclark/spw11.png #17
	frame	data/chars/xralf/emp.png
		
anim	freespecial5
@script

   void self = getlocalvar("self");
   void target = getlocalvar("Target" + self);

   if(frame == 2)
   {
	bindentity(target, NULL());
	tossentity(target, 3.5, 0, 0); // Toss opponent 
   }
	@end_script	
	energycost	10
	mponly	1
	cancel	6 17 0 S freespecial26
	cancel	6 17 0 A freespecial6
	cancel	6 17 0 J freespecial6
	cancel	6 17 0 f A freespecial10
	cancel	6 17 0 b A freespecial10
	cancel	6 17 0 f J freespecial10
	cancel	6 17 0 b J freespecial10
	cancel	6 17 0 d A freespecial11
	cancel	6 17 0 d J freespecial11
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	@cmd	position 0 20 75 -1 1
	frame	data/chars/xclark/grab62.png
	sound	data/sounds/xclark03.wav
	@cmd	position 2 0 120 1 1
	frame	data/chars/xclark/grab63.png
	delay	15
	frame	data/chars/xclark/grab64.png #2
	delay	9
	frame	data/chars/xclark/grab65.png
	delay	50
	frame	data/chars/xclark/grab66.png
	delay	20
	@cmd	hurt 20
	sound	data/sounds/fall.wav
	sound	data/sounds/break.wav
	@cmd	spawn01 "flashscreen1" 0 80 1
	@cmd	position 1 0 90 -1 1
	frame	data/chars/xclark/grab67.png
	delay	9
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png #6
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png #17
	delay	8
	sound	data/sounds/xclark04.wav
	@cmd	position 6 -15 30 -1 1
	frame	data/chars/xclark/grab69.png
	@cmd	depost 0
	@cmd	finish 20 1 -2 0 0 -1
	frame	data/chars/xclark/grab70.png
	delay	25
	@cmd	clearL
	frame	data/chars/xclark/grab71.png
	delay	9
	frame	data/chars/xclark/grab72.png
	frame	data/chars/xclark/grab73.png
	frame	data/chars/xclark/grab74.png
	@cmd	flip
	delay	8
	frame	data/chars/xclark/a01.png
		
anim	freespecial6
@script

   void self = getlocalvar("self");
   void target = getlocalvar("Target" + self);

   if(frame == 2)
   {
	bindentity(target, NULL());
	tossentity(target, 3.5, 0, 0); // Toss opponent 
   }
	@end_script	
	energycost	10
	mponly	1
	cancel	6 17 0 S freespecial26
	cancel	6 17 0 A freespecial5
	cancel	6 17 0 J freespecial5
	cancel	6 17 0 f A freespecial10
	cancel	6 17 0 b A freespecial10
	cancel	6 17 0 f J freespecial10
	cancel	6 17 0 b J freespecial10
	cancel	6 17 0 d A freespecial11
	cancel	6 17 0 d J freespecial11
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	@cmd	position 0 20 75 -1 1
	frame	data/chars/xclark/grab62.png
	sound	data/sounds/xclark03.wav
	@cmd	position 2 0 120 1 1
	frame	data/chars/xclark/grab63.png
	delay	15
	frame	data/chars/xclark/grab64.png #2
	delay	9
	frame	data/chars/xclark/grab65.png
	delay	50
	frame	data/chars/xclark/grab66.png
	delay	20
	@cmd	hurt 20
	sound	data/sounds/fall.wav
	sound	data/sounds/break.wav
	@cmd	spawn01 "flashscreen1" 0 80 1
	@cmd	position 1 0 90 -1 1
	frame	data/chars/xclark/grab67.png
	delay	9
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png #6
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png #17
	delay	8
	sound	data/sounds/xclark04.wav
	@cmd	position 6 -15 30 -1 1
	frame	data/chars/xclark/grab69.png
	@cmd	depost 0
	@cmd	finish 20 1 -2 0 0 -1
	frame	data/chars/xclark/grab70.png
	delay	25
	@cmd	clearL
	frame	data/chars/xclark/grab71.png
	delay	9
	frame	data/chars/xclark/grab72.png
	frame	data/chars/xclark/grab73.png
	frame	data/chars/xclark/grab74.png
	@cmd	flip
	delay	8
	frame	data/chars/xclark/a01.png
		
anim	get
	delay	9
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xclark/rise3.png
	delay	20
	frame	data/chars/xclark/get01.png
	delay	9
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	grab
	cancel	0 3 0 S freespecial26
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/grab00.png
	frame	data/chars/xclark/grab00.png
	frame	data/chars/xclark/grab00.png
	frame	data/chars/xclark/grab00.png
		
anim	grabattack
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	attack	0 0 0 0
	frame	data/chars/xclark/grab00.png
	delay	23
	attack6	160 135 35 30 15 0 1 0 16 0
	frame	data/chars/xclark/grab01.png
		
anim	grabattack2
	loop	0
	delay	5
	offset	145 211
	bbox	0 0 0 0
	staydown	500 500
	fastattack	1
	attackone	0
	jumpframe	0 3 0.5
	landframe	7 qfx
	hitfx	data/sounds/empty.wav
	movez	1
	sound	data/sounds/xclark03.wav
	frame	data/chars/xclark/jump02.png
	movez	0
	attack	125 145 70 40 0 1 1 1 0 0
	dropv	2 0
	frame	data/chars/xclark/jump03.png
	attack	0 0 0 0
	frame	data/chars/xclark/jump05.png
	frame	data/chars/xclark/jua40.png
	bbox	0 0 0 0
	frame	data/chars/xclark/jua41.png
	frame	data/chars/xclark/jua42.png
	hitfx	data/sounds/beat5.wav
	otg	2
	delay	500
	attack9	105 130 95 40 30 1 0 0 0 0
	dropv	1 0.2
	frame	data/chars/xclark/jua43.png
	delay	30
	offset	145 165
	frame	data/chars/xclark/jua43.png #7
	attack9	0 0 0 0
	delay	9
	offset	145 211
	frame	data/chars/xclark/rise2.png
	frame	data/chars/xclark/rise3.png
	frame	data/chars/xclark/rise4.png
		
anim	grabbackward
	otg	1
	attackone	0
	loop	0
	delay	20
	offset	145 211
	bbox	0 0 0 0
	jumpframe	6 2.6 -3
	landframe	10
	attack	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 11 35 50 -1 1
	frame	data/chars/xclark/grab40.png
	delay	9
	@cmd	position 10 25 55 -1 1
	frame	data/chars/xclark/grab41.png
	@cmd	position 0 10 75 -1 1
	frame	data/chars/xclark/grab42.png
	@cmd	position 0 5 85 -1 1
	frame	data/chars/xclark/grab43.png
	@cmd	position 0 0 87 -1 1
	frame	data/chars/xclark/grab44.png
	@cmd	position 0 -5 83 -1 1
	frame	data/chars/xclark/grab45.png
	sound	data/sounds/xclark04.wav
	blast	85 105 80 75 8 1 0 12 15
	@cmd	position 1 -30 85 -1 1
	frame	data/chars/xclark/grab46.png #6
	@cmd	position 2 -35 75 -1 1
	frame	data/chars/xclark/grab47.png
	@cmd	position 6 -40 60 -1 1
	frame	data/chars/xclark/grab48.png
	blast	0 0 0 0
	delay	500
	@cmd	position 14 -50 65 -1 -1
	frame	data/chars/xclark/grab49.png
	delay	3
	@cmd	spawn01 "qfx" -35 1 1
	@cmd	position 15 -50 55 -1 -1
	frame	data/chars/xclark/grab50.png #10
	@cmd	position 15 -50 55 -1 -1
	frame	data/chars/xclark/grab50.png
	@cmd	position 15 -50 55 -1 -1
	frame	data/chars/xclark/grab50.png
	@cmd	position 15 -50 55 -1 -1
	frame	data/chars/xclark/grab50.png
	@cmd	position 15 -50 55 -1 -1
	frame	data/chars/xclark/grab50.png
	@cmd	position 15 -50 55 -1 -1
	frame	data/chars/xclark/grab51.png
	@cmd	position 15 -10 15 -1 -1
	frame	data/chars/xclark/grab51.png
	delay	15
	@cmd	depost 0
	@cmd	finish 70 1 2 3 0 0
	frame	data/chars/xclark/grab51.png
	delay	9
	frame	data/chars/xclark/rise1.png
	frame	data/chars/xclark/rise2.png
	@cmd	flip
	frame	data/chars/xclark/rise3.png
	@cmd	clearL
	frame	data/chars/xclark/rise4.png
		
anim	grabbed
	loop	0
	delay	10
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xclark/pain3.png
		
anim	grabdown
	loop	0
	delay	20
	offset	145 211
	bbox	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 11 30 50 -1 1
	frame	data/chars/xclark/grab40.png
	delay	9
	@cmd	position 10 25 60 -1 1
	frame	data/chars/xclark/grab41.png
	@cmd	position 4 15 90 1 1
	frame	data/chars/xclark/grab55.png
	@cmd	position 3 10 100 1 1
	frame	data/chars/xclark/grab55.png
	@cmd	flip
	sound	data/sounds/xclark03.wav
	@cmd	position 6 -5 100 1 1
	frame	data/chars/xclark/grab55.png
	delay	15
	@cmd	position 1 -5 100 1 1
	frame	data/chars/xclark/grab55.png
	delay	9
	@cmd	position 2 -5 85 1 1
	frame	data/chars/xclark/grab56.png
	@cmd	position 2 -5 60 1 1
	frame	data/chars/xclark/grab57.png
	delay	20
	sound	data/sounds/break2.wav
	@cmd	spawn01 "flashscreen1" -5 10 1
	@cmd	spawn01 "qfx" -5 0 -5
	@cmd	position 1 -5 45 1 1
	frame	data/chars/xclark/grab58.png
	delay	2
	@cmd	position 1 -5 10 1 1
	frame	data/chars/xclark/grab58.png
	@cmd	depost 0
	@cmd	finish 50 1 0.5 5 0 -1
	frame	data/chars/xclark/grab58.png
	delay	60
	frame	data/chars/xclark/grab58.png
	delay	9
	frame	data/chars/xclark/rise3.png
	@cmd	clearL
	frame	data/chars/xclark/rise4.png
		
anim	grabforward
	loop	0
	delay	15
	offset	145 211
	bbox	0 0 0 0
	attack	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 10 35 49 -1 -1
	frame	data/chars/xclark/grab00.png
	delay	2
	move	5
	@cmd	position 10 30 51 1 -1
	frame	data/chars/xclark/grab20.png
	@cmd	position 10 25 51 1 -1
	frame	data/chars/xclark/grab20.png
	@cmd	position 10 20 51 1 -1
	frame	data/chars/xclark/grab20.png
	@cmd	position 10 15 51 1 -1
	frame	data/chars/xclark/grab20.png
	@cmd	position 10 10 51 1 -1
	frame	data/chars/xclark/grab21.png
	@cmd	position 10 5 51 1 -1
	frame	data/chars/xclark/grab21.png
	@cmd	position 10 0 51 1 -1
	frame	data/chars/xclark/grab21.png
	@cmd	position 10 -5 51 1 -1
	frame	data/chars/xclark/grab21.png
	move	0
	delay	20
	@cmd	position 13 -15 49 -1 1
	frame	data/chars/xclark/grab22.png
	delay	9
	@cmd	position 10 -30 50 -1 -1
	frame	data/chars/xclark/grab23.png
	@cmd	position 11 -35 50 -1 -1
	frame	data/chars/xclark/grab24.png
	@cmd	position 11 -35 49 -1 -1
	frame	data/chars/xclark/grab25.png
	sound	data/sounds/xclark03.wav
	@cmd	position 10 -15 50 -1 -1
	frame	data/chars/xclark/grab26.png
	@cmd	position 0 5 70 -1 -1
	frame	data/chars/xclark/grab27.png
	@cmd	position 1 50 75 -1 -1
	frame	data/chars/xclark/grab28.png
	@cmd	depost 0
	@cmd	finish 70 1 -4 0.5 0 -1
	frame	data/chars/xclark/grab29.png
	frame	data/chars/xclark/grab30.png
	frame	data/chars/xclark/grab31.png
	frame	data/chars/xclark/grab32.png
	delay	30
	frame	data/chars/xclark/grab33.png
	delay	9
	@cmd	flip
	move	-25
	frame	data/chars/xclark/rise1.png
	move	0
	frame	data/chars/xclark/rise2.png
	@cmd	flip
	frame	data/chars/xclark/rise3.png
	@cmd	clearL
	frame	data/chars/xclark/rise4.png
		
anim	grabup
@script

   void self = getlocalvar("self");
   void target = getlocalvar("Target" + self);
   void THealth = getentityproperty(target,"health");

   if(frame == 4)
   {
	bindentity(target, NULL());
	tossentity(target, 6.5, 0, 0); // Toss opponent 
   }
   if(frame == 7 && THealth > 42)
   {
       changeentityproperty(target, "health", THealth - 40);
   }
	@end_script	
	energycost	12
	mponly	1
	cancel	8 19 0 s freespecial26
	cancel	8 19 0 A freespecial5
	cancel	8 19 0 f A freespecial10
	cancel	8 19 0 b A freespecial10
	cancel	8 19 0 d A freespecial11
	cancel	8 19 0 f J freespecial10
	cancel	8 19 0 b J freespecial10
	cancel	8 19 0 d J freespecial11
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 10 50 48 -1 -1
	frame	data/chars/xclark/grab60.png
	delay	12
	@cmd	position 11 20 48 -1 -1
	frame	data/chars/xclark/grab61.png
	@cmd	position 0 20 75 -1 1
	frame	data/chars/xclark/grab62.png
	sound	data/sounds/xclark03.wav
	@cmd	position 2 0 120 1 1
	frame	data/chars/xclark/grab63.png
	delay	25
	frame	data/chars/xclark/grab64.png #4
	delay	12
	frame	data/chars/xclark/grab65.png
	delay	90
	frame	data/chars/xclark/grab66.png
	delay	20
	sound	data/sounds/fall.wav
	sound	data/sounds/break.wav
	@cmd	spawn01 "flashscreen1" 0 80 1
	@cmd	position 1 0 90 -1 1
	frame	data/chars/xclark/grab67.png
	delay	9
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png #8
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xclark/grab68.png #19
	delay	8
	sound	data/sounds/xclark04.wav
	@cmd	position 6 -15 30 -1 1
	frame	data/chars/xclark/grab69.png
	@cmd	depost 0
	@cmd	finish 30 1 -2 0 0 -1
	frame	data/chars/xclark/grab70.png
	delay	25
	@cmd	clearL
	frame	data/chars/xclark/grab71.png
	delay	9
	frame	data/chars/xclark/grab72.png
	frame	data/chars/xclark/grab73.png
	frame	data/chars/xclark/grab74.png
	@cmd	flip
	delay	8
	frame	data/chars/xclark/a01.png
		
anim	idle
	loop	1
	delay	10
	offset	145 211
	bbox	127 117 35 89
	frame	data/chars/xclark/idle01.png
	@cmd	clearL
	frame	data/chars/xclark/idle02.png
	frame	data/chars/xclark/idle03.png
	frame	data/chars/xclark/idle04.png
	frame	data/chars/xclark/idle05.png
	frame	data/chars/xclark/idle06.png
	frame	data/chars/xclark/idle07.png
	frame	data/chars/xclark/idle08.png
	frame	data/chars/xclark/idle09.png
	frame	data/chars/xclark/idle10.png
	frame	data/chars/xclark/idle09.png
	frame	data/chars/xclark/idle08.png
		
anim	jump
	loop	0
	delay	7
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xclark/jump01.png
	frame	data/chars/xclark/jump02.png
	frame	data/chars/xclark/jump03.png
	delay	20
	frame	data/chars/xclark/jump04.png
	delay	7
	frame	data/chars/xclark/jump03.png
	frame	data/chars/xclark/jump02.png
	frame	data/chars/xclark/jump01.png
		
anim	jumpattack
	loop	0
	delay	15
	offset	145 211
	bbox	130 95 30 50
	landframe	3
	fastattack	1
	forcedirection	-1
	staydown	300 300
	sound	data/sounds/xclark03.wav
	frame	data/chars/xclark/jua30.png
	delay	9
	frame	data/chars/xclark/jua31.png
	sound	data/sounds/punch2.wav
	delay	500
	attack	135 100 75 45 30 1 0 0 40 15
	frame	data/chars/xclark/jua32.png
	delay	8
	frame	data/chars/xclark/jua33.png
	frame	data/chars/xclark/jua34.png
		
anim	jumpattack2
	loop	0
	delay	9
	offset	145 211
	bbox	130 95 30 50
	frame	data/chars/xclark/jump04.png
	frame	data/chars/xclark/jua05.png
	attack2	143 130 55 50 12 0 0 0 15 0
	frame	data/chars/xclark/jua06.png
		
anim	jumpattack3
	fastattack	1
	forcedirection	-1
	loop	0
	delay	8
	offset	145 211
	bbox	130 95 30 50
	jumpframe	2 -2 4
	landframe	5 dust
	attack	0 0 0 0
	hitfx	data/sounds/beat3.wav
