name		kfyuri
	frame	data/chars/0yuri/kfyuri/a01.gif
	attack	140 120 60 45 2 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/a02.gif
	frame	data/chars/0yuri/kfyuri/a03.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/a04.gif
	@cmd	looper 1 1
	delay	4
	hitfx	data/sounds/beat1.wav
	frame	data/chars/0yuri/kfyuri/b36.gif
	frame	data/chars/0yuri/kfyuri/b37.gif
	frame	data/chars/0yuri/kfyuri/b38.gif
	frame	data/chars/0yuri/kfyuri/b39.gif
	attack2	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b40.gif
	frame	data/chars/0yuri/kfyuri/b41.gif
	frame	data/chars/0yuri/kfyuri/b41a.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b42.gif
	frame	data/chars/0yuri/kfyuri/b43.gif
	frame	data/chars/0yuri/kfyuri/b44.gif
	hitfx	data/sounds/beat5.wav
	frame	data/chars/0yuri/kfyuri/b06.gif
	frame	data/chars/0yuri/kfyuri/b07.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b08.gif
	frame	data/chars/0yuri/kfyuri/b09.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b10.gif
	frame	data/chars/0yuri/kfyuri/b11.gif
	frame	data/chars/0yuri/kfyuri/b28.gif
	frame	data/chars/0yuri/kfyuri/b29.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b31.gif
	frame	data/chars/0yuri/kfyuri/b32.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b33.gif
	frame	data/chars/0yuri/kfyuri/b34.gif
	frame	data/chars/0yuri/kfyuri/b18.gif
	frame	data/chars/0yuri/kfyuri/b19.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b20a.gif
	frame	data/chars/0yuri/kfyuri/b20b.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b22.gif
	frame	data/chars/0yuri/kfyuri/b23.gif
	frame	data/chars/0yuri/kfyuri/b28.gif
	frame	data/chars/0yuri/kfyuri/b29.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b31.gif
	frame	data/chars/0yuri/kfyuri/b32.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b33.gif
	frame	data/chars/0yuri/kfyuri/b34.gif
	frame	data/chars/0yuri/kfyuri/b18.gif
	frame	data/chars/0yuri/kfyuri/b19.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b20a.gif
	frame	data/chars/0yuri/kfyuri/b20b.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b22.gif
	frame	data/chars/0yuri/kfyuri/b23.gif
	frame	data/chars/0yuri/kfyuri/b28.gif
	frame	data/chars/0yuri/kfyuri/b29.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b31.gif
	frame	data/chars/0yuri/kfyuri/b32.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b33.gif
	frame	data/chars/0yuri/kfyuri/b34.gif
	frame	data/chars/0yuri/kfyuri/b18.gif
	frame	data/chars/0yuri/kfyuri/b19.gif
	attack	140 120 60 45 5 0 1 0 14 30
	frame	data/chars/0yuri/kfyuri/b20a.gif
	frame	data/chars/0yuri/kfyuri/b20b.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/b22.gif
	hitflash	Flash3
	frame	data/chars/0yuri/kfyuri/b23.gif
	frame	data/chars/0yuri/kfyuri/grabat01.gif
	attack10	140 120 60 45 5 1 1 0 14 30
	dropv	3 0
	frame	data/chars/0yuri/kfyuri/grabat02.gif
	frame	data/chars/0yuri/kfyuri/grabat04.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	frame	data/chars/0yuri/kfyuri/grabat06.gif
	frame	data/chars/0yuri/kfyuri/grabat07.gif
	movea	2
	frame	data/chars/0yuri/kfyuri/grabat08.gif
	hitfx	data/sounds/beat2.wav
	frame	data/chars/0yuri/kfyuri/spw09a.gif
	frame	data/chars/0yuri/kfyuri/spw09b.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/spw08a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw07.gif
	frame	data/chars/0yuri/kfyuri/spw07.gif
	frame	data/chars/0yuri/kfyuri/spw07.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw06a.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw05a.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/spw04a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw03.gif
	frame	data/chars/0yuri/kfyuri/spw03.gif
	frame	data/chars/0yuri/kfyuri/spw03.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw09a.gif
	frame	data/chars/0yuri/kfyuri/spw09b.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/spw08a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw07.gif
	frame	data/chars/0yuri/kfyuri/spw07.gif
	frame	data/chars/0yuri/kfyuri/spw07.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw06a.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw05a.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/spw04a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw03.gif
	frame	data/chars/0yuri/kfyuri/spw03.gif
	frame	data/chars/0yuri/kfyuri/spw03.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw09a.gif
	frame	data/chars/0yuri/kfyuri/spw09b.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/spw08a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw07.gif
	frame	data/chars/0yuri/kfyuri/spw07.gif
	frame	data/chars/0yuri/kfyuri/spw07.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw06a.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw05a.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/spw04a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw03.gif
	frame	data/chars/0yuri/kfyuri/spw03.gif
	frame	data/chars/0yuri/kfyuri/spw03.gif
	attack10	0 0 0 0
	frame	data/chars/0yuri/kfyuri/spw02.gif
	delay	6
	offset	145 203
	sound	data/sounds/yur02.wav
	frame	data/chars/0yuri/kfyuri/jub00.gif
	attack10	140 120 70 45 5 1 1 0 14 30
	dropv	1.5 0
	frame	data/chars/0yuri/kfyuri/jub01.gif
	frame	data/chars/0yuri/kfyuri/jub02.gif
	attack10	0 0 0 0
	movea	0
	frame	data/chars/0yuri/kfyuri/jub03.gif
	@cmd	leaper 3 1.7
	frame	data/chars/0yuri/kfyuri/jub04.gif
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen2
	staydown	300 300
	frame	data/chars/0yuri/kfyuri/jub05.gif
	attack	140 120 80 55 130 1 1 0 14 30
	dropv	1 2
	frame	data/chars/0yuri/kfyuri/jub06.gif
	frame	data/chars/0yuri/kfyuri/jub05.gif
	frame	data/chars/0yuri/kfyuri/jub06.gif
	delay	35
	frame	data/chars/0yuri/kfyuri/jub05.gif
	delay	1
	move	1
	offset	145 195
	frame	data/chars/0yuri/kfyuri/jub05.gif
	offset	145 190
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 185
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 180
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 175
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 170
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 165
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 160
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 203
	attack	140 160 80 55 130 1 1 0 14 30
	move	0
	frame	data/chars/0yuri/kfyuri/jub07.gif
	@cmd	spawn01 "dust" 1 1 1
	@cmd	spawn01 "qfx" 15 1 1
	delay	2
	frame	data/chars/0yuri/kfyuri/jub08.gif
	frame	data/chars/0yuri/kfyuri/jub08.gif
	frame	data/chars/0yuri/kfyuri/jub08.gif
	frame	data/chars/0yuri/kfyuri/jub09.gif
	frame	data/chars/0yuri/kfyuri/jub09.gif
	frame	data/chars/0yuri/kfyuri/jub09.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	delay	85
	frame	data/chars/0yuri/kfyuri/jub10.gif
	attack	0 0 0 0
	delay	8
	@cmd	flip
	frame	data/chars/0yuri/kfyuri/rise1.gif
	frame	data/chars/0yuri/kfyuri/rise2.gif
	frame	data/chars/0yuri/kfyuri/rise3.gif
	frame	data/chars/0yuri/kfyuri/rise4.gif
	frame	data/chars/0yuri/kfyuri/rise5.gif
	frame	data/chars/0yuri/kfyuri/rise6.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	follow4
	loop	0
	delay	4
	offset	145 203
	bbox	0 0 0 0
	fastattack	1
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack6	144 135 85 40 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	attack2	144 135 85 40 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	attack2	144 135 85 40 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	attack2	144 135 85 40 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	attack2	144 135 85 40 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e26.gif
	frame	data/chars/0yuri/kfyuri/e27.gif
	attack2	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e28.gif
	attack	144 118 85 26 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 118 85 26 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 118 85 26 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 118 85 26 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 118 85 26 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e20.gif
	frame	data/chars/0yuri/kfyuri/e21.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e22.gif
	attack	144 95 85 45 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e23.gif
	frame	data/chars/0yuri/kfyuri/e24.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e25.gif
	attack	144 95 85 45 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e23.gif
	frame	data/chars/0yuri/kfyuri/e24.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e25.gif
	attack	144 95 85 45 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e23.gif
	frame	data/chars/0yuri/kfyuri/e24.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e25.gif
	attack	144 95 85 45 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e23.gif
	frame	data/chars/0yuri/kfyuri/e24.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e25.gif
	attack	144 95 85 45 3 0 0 0 1 15
	frame	data/chars/0yuri/kfyuri/e23.gif
	frame	data/chars/0yuri/kfyuri/e24.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/e25.gif
	delay	6
	frame	data/chars/0yuri/kfyuri/b12.gif
	hitfx	data/sounds/beat5.wav
	frame	data/chars/0yuri/kfyuri/b18.gif
	frame	data/chars/0yuri/kfyuri/b19.gif
	hitflash	flashscreen1
	blast	144 105 85 60 50 0 0 0 0 15
	dropv	2 4
	frame	data/chars/0yuri/kfyuri/b21a.gif
	attack	0 0 0 0
	delay	8
	offset	130 203
	frame	data/chars/0yuri/kfyuri/b21b.gif
	frame	data/chars/0yuri/kfyuri/b21c.gif
	frame	data/chars/0yuri/kfyuri/b21d.gif
	offset	143 203
	frame	data/chars/0yuri/kfyuri/a23.gif
	frame	data/chars/0yuri/kfyuri/a07.gif
		
anim	follow6
@script
	void self = getlocalvar("self");
	void plyr = getentityproperty(self, "playerindex");

	if(frame >= 7 && frame <= 10 )
	{
	  if( playerkeys(plyr, 0, "moveup") && playerkeys(plyr, 0, "attack"))
	  {
	  performattack(self, openborconstant("ANI_JUMPATTACK3"));
	  }
	  if( playerkeys(plyr, 0, "movedown") && playerkeys(plyr, 0, "attack"))
	  {
	  performattack(self, openborconstant("ANI_JUMPATTACK2"));
	  }
	  if( playerkeys(plyr, 0, "attack"))
	  {
	  performattack(self, openborconstant("ANI_JUMPFORWARD"));
	  }
	}
	@end_script	
	loop	0
	delay	5
	offset	145 203
	bbox	128 115 30 30
	jumpframe	0 3 -1 0
	landframe	12
	frame	data/chars/0yuri/kfyuri/jub05.gif
	frame	data/chars/0yuri/kfyuri/jub04.gif
	frame	data/chars/0yuri/kfyuri/jub03.gif
	frame	data/chars/0yuri/kfyuri/jub02.gif
	@cmd	leaper 0.1 2
	frame	data/chars/0yuri/kfyuri/jub01.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
	@cmd	leaper 0.1 1
	frame	data/chars/0yuri/kfyuri/ju04.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	@cmd	looper 7 25
	frame	data/chars/0yuri/kfyuri/ju00.gif
	frame	data/chars/0yuri/kfyuri/ju00a.gif
	frame	data/chars/0yuri/kfyuri/ju00.gif
		
anim	forwardjump
	loop	0
	delay	7
	offset	145 203
	bbox	132 90 33 50
	frame	data/chars/0yuri/kfyuri/ju01.gif
	frame	data/chars/0yuri/kfyuri/ju02.gif
	delay	5
	offset	145 180
	frame	data/chars/0yuri/kfyuri/air/ju02a.gif
	bbox	127 101 33 50
	frame	data/chars/0yuri/kfyuri/air/ju03.gif
	frame	data/chars/0yuri/kfyuri/air/ju04.gif
	frame	data/chars/0yuri/kfyuri/air/ju05.gif
	frame	data/chars/0yuri/kfyuri/air/ju06.gif
	offset	140 187
	frame	data/chars/0yuri/kfyuri/air/spawn08.gif
	offset	145 203
	bbox	132 90 33 50
	delay	7
	frame	data/chars/0yuri/kfyuri/ju04.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
		
anim	freespecial10
	delay	20
	attackone	0
	offset	145 203
	jumpframe	1 5
	landframe	10 qfx
	quakeframe	10 6 5
	sound	data/sounds/grab.wav
	@cmd	slamstart2
	@cmd	position 10 20 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab00.gif
	delay	10
	@cmd	position 11 25 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab15.gif
	@cmd	keywlk 1.5
	@cmd	position 0 20 65 -1 1
	frame	data/chars/0yuri/kfyuri/grab16.gif
	@cmd	keywlk 1.5
	sound	data/sounds/yur01.wav
	@cmd	position 6 -5 65 -1 1
	frame	data/chars/0yuri/kfyuri/grab17.gif
	@cmd	keywlk 1.5
	@cmd	position 12 20 55 -1 1
	frame	data/chars/0yuri/kfyuri/grab18.gif
	@cmd	keywlk 1.5
	@cmd	position 14 15 65 -1 -1
	frame	data/chars/0yuri/kfyuri/grab19.gif
	attack	103 139 107 51 10 1 1 0 0 12
	@cmd	keywlk 1.5
	offset	145 203
	@cmd	position 15 10 55 -1 -1
	frame	data/chars/0yuri/kfyuri/grab20.gif
	delay	7
	offset	145 195
	@cmd	position 15 10 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grab20.gif
	@cmd	keywlk 1.5
	@cmd	position 15 10 50 -1 -1
	frame	data/chars/0yuri/kfyuri/grab21.gif
	@cmd	looper 7 30
	offset	145 190
	@cmd	position 15 10 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	delay	3
	offset	145 190
	@cmd	stop
	@cmd	spawn02 "flashsc1" -10 200 190
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab22.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 14 15 45 -1 -1
	frame	data/chars/0yuri/kfyuri/grab23.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	25
	@cmd	position 15 7 40 -1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	3
	@cmd	position 15 7 40 1 -1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	delay	15
	@cmd	depost 0
	@cmd	finish 70 1 -2 3 0 1
	frame	data/chars/0yuri/kfyuri/grab24.gif
	attack	0 0 0 0
	delay	9
	frame	data/chars/0yuri/kfyuri/grab25.gif
	offset	145 205
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	@cmd	clearL
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	freespecial15
	loop	0
	delay	8
	offset	145 203
	bbox	0 0 0 0
	frame	data/chars/0yuri/kfyuri/a17.gif
	frame	data/chars/0yuri/kfyuri/spc07.gif
	@cmd	changetaunt
	frame	data/chars/0yuri/kfyuri/spc08.gif
	frame	data/chars/0yuri/kfyuri/spc09.gif
	delay	60
	frame	data/chars/0yuri/kfyuri/spc10.gif
	delay	10
	frame	data/chars/0yuri/kfyuri/spc10.gif
	@cmd	spawnAni3 "movelist" 240 300 440 "ANI_FOLLOW5"
	frame	data/chars/0yuri/kfyuri/spc10.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/spc10.gif
	frame	data/chars/0yuri/kfyuri/spc09.gif
	frame	data/chars/0yuri/kfyuri/spc08.gif
	frame	data/chars/0yuri/kfyuri/spc07.gif
	frame	data/chars/0yuri/kfyuri/a17.gif
		
anim	freespecial2
	cancel	14 31 0 J freespecial3
	loop	0
	delay	6
	offset	145 203
	bbox	121 109 20 40
	jumpframe	1 2.5 2 0
	forcedirection	-1
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/yur01.wav
	frame	data/chars/0yuri/kfyuri/ju00.gif
	frame	data/chars/0yuri/kfyuri/spw10.gif
	frame	data/chars/0yuri/kfyuri/spw09b.gif
	attack10	134 113 85 50 15 1 1 0 15 15
	dropv	2.5 2
	frame	data/chars/0yuri/kfyuri/spw08a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw07.gif
	@cmd	leaper 2 0.1
	frame	data/chars/0yuri/kfyuri/spw07.gif
	@cmd	leaper 2 0.1
	frame	data/chars/0yuri/kfyuri/spw07.gif
	attack10	0 0 0 0
	delay	6
	frame	data/chars/0yuri/kfyuri/spw06a.gif
	sound	data/sounds/yur01.wav
	@cmd	leaper 2 0.1
	frame	data/chars/0yuri/kfyuri/spw06.gif
	@cmd	leaper 2 0.1
	frame	data/chars/0yuri/kfyuri/spw05a.gif
	attack10	134 113 85 50 15 1 1 0 15 15
	dropv	2 2
	frame	data/chars/0yuri/kfyuri/spw04a.gif
	delay	3
	frame	data/chars/0yuri/kfyuri/spw03.gif
	@cmd	leaper 2 0.1
	frame	data/chars/0yuri/kfyuri/spw03.gif
	@cmd	leaper 2 0.1
	frame	data/chars/0yuri/kfyuri/spw03.gif
	attack10	0 0 0 0
	delay	1
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw02.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/spw06.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
	frame	data/chars/0yuri/kfyuri/ju03.gif
		
anim	freespecial20
	energycost	30 1
	weaponframe	20 2
	loop	0
	delay	7
	offset	145 203
	bbox	0 0 0 0
	frame	data/chars/0yuri/kfyuri/grabat01.gif
	frame	data/chars/0yuri/kfyuri/grabat03.gif
	frame	data/chars/0yuri/kfyuri/grabat04.gif
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	frame	data/chars/0yuri/kfyuri/rise5.gif
	frame	data/chars/0yuri/kfyuri/rise6.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/blk01.gif
	frame	data/chars/0yuri/kfyuri/win01.gif
	frame	data/chars/0yuri/kfyuri/win02.gif
	frame	data/chars/0yuri/kfyuri/win03.gif
	delay	25
	frame	data/chars/0yuri/kfyuri/win04.gif
	delay	5
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	frame	data/chars/0yuri/kfyuri/empty.gif
	frame	data/chars/0yuri/kfyuri/win04.gif
	delay	100
	frame	data/chars/0yuri/kfyuri/empty.gif
		
anim	freespecial26
	energycost	35
	mponly	1
	loop	0
	delay	8
	offset	145 203
	bbox	132 115 33 80
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen2
	staydown	500 500
	forcedirection	-1
	frame	data/chars/0yuri/kfyuri/win01.gif
	frame	data/chars/0yuri/kfyuri/win02.gif
	frame	data/chars/0yuri/kfyuri/chrg00.gif
	sound	data/sounds/super1.wav
	frame	data/chars/0yuri/kfyuri/chrg01.gif
	frame	data/chars/0yuri/kfyuri/chrg02.gif
	delay	30
	frame	data/chars/0yuri/kfyuri/chrg01.gif
	delay	10
	frame	data/chars/0yuri/kfyuri/chrg00.gif
	frame	data/chars/0yuri/kfyuri/a07.gif
	sound	data/sounds/yurch.wav
	frame	data/chars/0yuri/kfyuri/a10a.gif
	offset	135 203
	bbox	121 115 33 80
	frame	data/chars/0yuri/kfyuri/c08.gif
	offset	125 203
	bbox	112 115 33 80
	frame	data/chars/0yuri/kfyuri/c07.gif
	frame	data/chars/0yuri/kfyuri/c06.gif
	offset	140 203
	bbox	127 115 33 80
	frame	data/chars/0yuri/kfyuri/spc07.gif
	offset	155 203
	bbox	0 0 0 0
	@cmd	spawnAni2 "allsp" 10 1 1 3 "ANI_FOLLOW1"
	frame	data/chars/0yuri/kfyuri/spc08.gif
	frame	data/chars/0yuri/kfyuri/spc09.gif
	delay	45
	frame	data/chars/0yuri/kfyuri/spc10.gif
	delay	9
	sound	data/sounds/slowm.wav
	frame	data/chars/0yuri/kfyuri/spc08.gif
	delay	2
	frame	data/chars/0yuri/kfyuri/spc11.gif
	sound	data/sounds/yur01.wav
