name          MrBig2
	@cmd	position 15 20 55 -1 -1
	frame	data/chars/3Mrbig/sp09.gif
	delay	14
	@cmd	position 8 30 160 -1 1
	frame	data/chars/3Mrbig/sp10.gif
	@cmd	position 5 10 130 -1 -1
	frame	data/chars/3Mrbig/sp00.gif
	@cmd	position 13 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp11.gif
	@cmd	spawn01 "Flash" 5 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 12 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp12.gif
	@cmd	spawn01 "Flash" -25 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 13 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp11.gif
	@cmd	spawn01 "Flash" 5 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 12 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp12.gif
	@cmd	spawn01 "Flash" -25 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 13 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp11.gif
	@cmd	spawn01 "Flash" 5 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 12 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp12.gif
	@cmd	spawn01 "Flash" -25 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 13 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp11.gif
	@cmd	spawn01 "Flash" 5 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 12 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp12.gif
	@cmd	spawn01 "Flash" -25 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 13 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp11.gif
	@cmd	spawn01 "Flash" 5 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 12 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp12.gif
	@cmd	spawn01 "Flash" -25 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 13 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp11.gif
	@cmd	spawn01 "Flash" 5 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	@cmd	position 12 -10 130 -1 -1
	frame	data/chars/3Mrbig/sp12.gif
	@cmd	spawn01 "flashscreen1" -25 145 5
	@cmd	hurt 1
	sound	data/sounds/beat2.wav
	delay	16
	@cmd	killgrab
	sound	data/sounds/grab.wav
	@cmd	position 1 0 50 -1 1
	frame	data/chars/3Mrbig/sp13.gif
	@cmd	depost 0
	@cmd	finish 25 1 -3 4 0 0
	frame	data/chars/3Mrbig/sp14.gif
	frame	data/chars/3Mrbig/sp14.gif
	frame	data/chars/3Mrbig/sp15.gif
	sound	data/sounds/mbig3.wav
	frame	data/chars/3Mrbig/sp16.gif
	@cmd	clearL
	frame	data/chars/3Mrbig/sp17.gif
	frame	data/chars/3Mrbig/sp18.gif
		
anim	follow4
	loop	0
	delay	4
	offset	104 190
	bbox	76 93 56 89
	fastattack	1
	@cmd	stop
	@cmd	target 3 1 1 1 0
	move	5
	frame	data/chars/3Mrbig/es07.gif
	attack	35 92 135 35 5 0 0 0 15 20
	frame	data/chars/3Mrbig/es08.gif
	sound	data/sounds/punch2.wav
	frame	data/chars/3Mrbig/es09.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/es10.gif
	frame	data/chars/3Mrbig/es07.gif
	attack	35 92 135 35 5 0 0 0 15 20
	frame	data/chars/3Mrbig/es08.gif
	sound	data/sounds/punch2.wav
	frame	data/chars/3Mrbig/es09.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/es10.gif
	frame	data/chars/3Mrbig/es07.gif
	attack	35 92 135 35 5 0 0 0 15 20
	frame	data/chars/3Mrbig/es08.gif
	sound	data/sounds/punch2.wav
	frame	data/chars/3Mrbig/es09.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/es10.gif
	frame	data/chars/3Mrbig/es07.gif
	attack	35 92 135 35 5 0 0 0 15 20
	frame	data/chars/3Mrbig/es08.gif
	sound	data/sounds/punch2.wav
	@cmd	target 50 50 100 100 0
	frame	data/chars/3Mrbig/es09.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/es10.gif
	move	0
	frame	data/chars/3Mrbig/es11.gif
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/3Mrbig/es12.gif
	sound	data/sounds/big04.wav
	attack	85 92 145 35 10 1 0 0 15 20
	dropv	3 3 0
	frame	data/chars/3Mrbig/es13.gif
	frame	data/chars/3Mrbig/es14.gif
	frame	data/chars/3Mrbig/es15.gif
	attack	0 0 0 0
	delay	12
	frame	data/chars/3Mrbig/es16.gif
	frame	data/chars/3Mrbig/es17.gif
	frame	data/chars/3Mrbig/es18.gif
	frame	data/chars/3Mrbig/es19.gif
		
anim	follow5
	loop	0
	delay	4
	offset	104 190
	bbox	0 0 0 0
	sound	data/sounds/mbig5.wav
	frame	data/chars/3Mrbig/b203.gif
	attack	95 70 95 70 5 1 0 0 15 30
	frame	data/chars/3Mrbig/b204.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/b203.gif
	offset	103 255
	sound	data/sounds/mbig5.wav
	frame	data/chars/3Mrbig/b108.gif
	attack	10 125 100 95 5 1 0 0 15 30
	frame	data/chars/3Mrbig/b110.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/b112.gif
	offset	103 188
	frame	data/chars/3Mrbig/b203.gif
	delay	12
	attack	95 70 95 75 5 1 0 0 15 30
	frame	data/chars/3Mrbig/b204.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/b203.gif
		
anim	follow6
	loop	0
	delay	12
	offset	104 190
	bbox	0 0 0 0
	@cmd	slamstart2
	@cmd	position 0 70 20 -1 -1
	frame	data/chars/3Mrbig/hd04.gif
	
	@cmd	position 2 70 20 -1 -1
	frame	data/chars/3Mrbig/hd04.gif
	
	@cmd	position 10 60 8 -1 1
	frame	data/chars/3Mrbig/hd04.gif
	
	@cmd	position 9 60 8 -1 1
	frame	data/chars/3Mrbig/hd05.gif
	
	@cmd	position 9 60 8 -1 1
	frame	data/chars/3Mrbig/hd06.gif
	
	@cmd	position 9 60 8 -1 1
	frame	data/chars/3Mrbig/hd07.gif
	
	sound	data/sounds/beat2.wav
	@cmd	spawn01 "flashscreen1" 70 10 1
	
	@cmd	position 9 60 8 -1 1
	frame	data/chars/3Mrbig/hd08.gif
	delay	3
	
	@cmd	position 9 40 8 -1 1
	frame	data/chars/3Mrbig/hd08.gif
	@cmd	depost 0
	@cmd	finish 12 1 3 4 0 1
	delay	14
	frame	data/chars/3Mrbig/hd09.gif
	@cmd	clearL
	frame	data/chars/3Mrbig/c11.gif
	frame	data/chars/3Mrbig/c12.gif
	frame	data/chars/3Mrbig/c13.gif
	frame	data/chars/3Mrbig/c14.gif
		
anim	follow7
	loop	0
	delay	2
	offset	104 190
	bbox	0 0 0 0
	move	7
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b106.gif
	frame	data/chars/3Mrbig/b106.gif
	frame	data/chars/3Mrbig/b106.gif
	frame	data/chars/3Mrbig/b107.gif
	frame	data/chars/3Mrbig/b107.gif
	frame	data/chars/3Mrbig/b107.gif
	frame	data/chars/3Mrbig/b107.gif
	move	0
	delay	10
	sound	data/sounds/mbig5.wav
	frame	data/chars/3Mrbig/b108.gif
	hitfx	data/sounds/beat4.wav
	attack	8 135 105 59 8 1 0 0 15 20
	frame	data/chars/3Mrbig/b109.gif
	frame	data/chars/3Mrbig/b110.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/b111.gif
	delay	14
	frame	data/chars/3Mrbig/b112.gif
	frame	data/chars/3Mrbig/b113.gif
	frame	data/chars/3Mrbig/b114.gif
		
anim	grab
	loop	0
	delay	50
	attackone	0
	offset	104 190
	bbox	0 0 0 0
	jumpframe	7 4 2
	landframe	10
	@cmd	grabcheck
	frame	data/chars/3Mrbig/c01.gif
	sound	data/sounds/grab.wav
	delay	12
	@cmd	slamstart
	@cmd	position 11 50 20 -1 -1
	frame	data/chars/3Mrbig/c01.gif
	frame	data/chars/3Mrbig/c01.gif
	
	@cmd	position 7 50 30 -1 -1
	frame	data/chars/3Mrbig/c02.gif
	sound	data/sounds/big03.wav
	
	@cmd	position 1 40 50 -1 -1
	frame	data/chars/3Mrbig/c03.gif
	
	@cmd	position 1 35 50 -1 -1
	frame	data/chars/3Mrbig/c04.gif
	delay	90
	
	@cmd	position 1 40 50 -1 -1
	frame	data/chars/3Mrbig/c05.gif
	delay	25
	
	@cmd	position 0 5 65 -1 1
	frame	data/chars/3Mrbig/c06.gif
	
	@cmd	position 5 10 90 -1 1
	frame	data/chars/3Mrbig/c07.gif
	delay	500
	
	@cmd	position 6 35 65 -1 -1
	frame	data/chars/3Mrbig/c08.gif
	delay	5
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	@cmd	depost 0
	@cmd	finish 25 1 -2 3 0 0
	frame	data/chars/3Mrbig/c10.gif
	frame	data/chars/3Mrbig/c11.gif
	frame	data/chars/3Mrbig/c12.gif
	@cmd	clearL
	frame	data/chars/3Mrbig/c13.gif
	frame	data/chars/3Mrbig/c14.gif
		
anim	grabbed
	loop	0
	delay	10
	offset	104 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/grabbed.gif
		
anim	idle
	loop	0
	delay	9
	offset	104 190
	bbox	76 93 56 89
	@cmd	depost 0
	frame	data/chars/3Mrbig/idle05.gif
	@cmd	clearL
	frame	data/chars/3Mrbig/idle06.gif
	@cmd	spawnbind "pw12" 1 1 1
	frame	data/chars/3Mrbig/idle07.gif
	frame	data/chars/3Mrbig/idle08.gif
		
anim	jump
	range	30 90
	loop	0
	delay	20
	offset	104 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/rise04.gif
	delay	17
	frame	data/chars/3Mrbig/cr02.gif
	delay	5
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
	@cmd	attack1 -120 120 30 "ANI_FOLLOW5"
	frame	data/chars/3Mrbig/cr03.gif
		
anim	jumpland
	loop	0
	delay	12
	offset	104 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/rise04.gif
	frame	data/chars/3Mrbig/rise05.gif
		
anim	pain
    @script
    void self = getlocalvar("self");
    if( frame == 0){
      int r = rand()%50;

      if( r > 35){
        changeentityproperty(self, "animation", openborconstant("ANI_FOLLOW7"));
      }
    }
	@end_script	
	loop	0
	delay	3
	offset	107 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/pain0.gif
	offset	104 190
	frame	data/chars/3Mrbig/pain1.gif
	offset	107 190
	frame	data/chars/3Mrbig/pain1.gif
	delay	40
	offset	104 190
	frame	data/chars/3Mrbig/pain1.gif
		
anim	pain2
    @script
    void self = getlocalvar("self");
    if( frame == 0){
      int r = rand()%50;

      if( r > 35){
        changeentityproperty(self, "animation", openborconstant("ANI_FOLLOW7"));
      }
    }
	@end_script	
	loop	0
	delay	3
	offset	107 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/pain0.gif
	offset	104 190
	frame	data/chars/3Mrbig/pain2.gif
	offset	107 190
	frame	data/chars/3Mrbig/pain2.gif
	delay	40
	offset	104 190
	frame	data/chars/3Mrbig/pain2.gif
		
anim	pain3
	loop	0
	delay	1
	offset	104 190
	bbox	0 0 0 0
	jumpframe	1 2 -1 0
	frame	data/chars/3Mrbig/pain1.gif
	delay	25
	frame	data/chars/3Mrbig/fall2.gif
	delay	12
	frame	data/chars/3Mrbig/fall3.gif
	delay	4
	bbox	71 165 67 30
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	delay	15
	bbox	0 0 0 0
	frame	data/chars/3Mrbig/fall4.gif
	delay	10
	frame	data/chars/3Mrbig/crs09.gif
	frame	data/chars/3Mrbig/b201.gif
	frame	data/chars/3Mrbig/block.gif
		
anim	pain5
	loop	0
	delay	23
	offset	104 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/pain1.gif
		
anim	pain6
	loop	0
	delay	23
	offset	104 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/pain2.gif
		
anim	pain8
	loop	0
	delay	2
	offset	104 190
	bbox	76 93 56 89
	move	-6
	frame	data/chars/3Mrbig/pain1.gif
	frame	data/chars/3Mrbig/pain1.gif
	frame	data/chars/3Mrbig/pain1.gif
	frame	data/chars/3Mrbig/pain2.gif
	frame	data/chars/3Mrbig/pain2.gif
	frame	data/chars/3Mrbig/pain2.gif
	move	-3
	frame	data/chars/3Mrbig/pain2.gif
	frame	data/chars/3Mrbig/pain2.gif
	move	-1
	frame	data/chars/3Mrbig/pain2.gif
	delay	35
	frame	data/chars/3Mrbig/pain2.gif
		
anim	pain9
	loop	0
	delay	15
	offset	104 190
	bbox	76 93 56 89
	frame	data/chars/3Mrbig/pain1.gif
	delay	150
	frame	data/chars/3Mrbig/pain2.gif
		
anim	rise
	loop	0
	delay	20
	offset	104 190
	bbox	0 0 0 0
	frame	data/chars/3Mrbig/fall5.gif
	@cmd	riseattack 120 20 "ANI_FOLLOW2"
	delay	15
	frame	data/chars/3Mrbig/rise01.gif
	@cmd	riseattack 120 20 "ANI_FOLLOW2"
	frame	data/chars/3Mrbig/rise02.gif
	@cmd	riseattack 120 20 "ANI_FOLLOW2"
	frame	data/chars/3Mrbig/rise03.gif
	@cmd	riseattack 120 20 "ANI_FOLLOW2"
	frame	data/chars/3Mrbig/rise04.gif
	frame	data/chars/3Mrbig/rise05.gif
		
anim	spawn
	loop	1
	delay	5
	offset	104 190
	bbox	0 0 0 0
	platform	-80 300 30 30 90 90 800 1000
	frame	data/chars/3Mrbig/xspawn01.gif
	@cmd	attack1 -290 290 300 "ANI_FOLLOW10"
	frame	data/chars/3Mrbig/xspawn01.gif
		
anim	special
	energycost	50
	loop	0
	delay	12
	offset	104 190
	bbox	0 0 0 0
	jumpframe	7 4 2
	landframe	10
	frame	data/chars/3Mrbig/c01.gif
	sound	data/sounds/grab.wav
	@cmd	slamstart2
	@cmd	position 11 50 20 -1 -1
	frame	data/chars/3Mrbig/c01.gif
	frame	data/chars/3Mrbig/c01.gif
	
	@cmd	position 7 50 30 -1 -1
	frame	data/chars/3Mrbig/c02.gif
	sound	data/sounds/big03.wav
	
	@cmd	position 1 40 50 -1 -1
	frame	data/chars/3Mrbig/c03.gif
	
	@cmd	position 1 35 50 -1 -1
	frame	data/chars/3Mrbig/c04.gif
	delay	90
	
	@cmd	position 1 40 50 -1 -1
	frame	data/chars/3Mrbig/c05.gif
	delay	25
	
	@cmd	position 0 5 65 -1 1
	frame	data/chars/3Mrbig/c06.gif
	
	@cmd	position 5 10 90 -1 1
	frame	data/chars/3Mrbig/c07.gif
	delay	500
	
	@cmd	position 6 35 65 -1 -1
	frame	data/chars/3Mrbig/c08.gif
	delay	3
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 90 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	
	@cmd	position 3 30 0 -1 -1
	frame	data/chars/3Mrbig/c09.gif
	@cmd	depost 0
	@cmd	finish 25 1 -2 3 0 0
	frame	data/chars/3Mrbig/c10.gif
	frame	data/chars/3Mrbig/c11.gif
	frame	data/chars/3Mrbig/c12.gif
	@cmd	clearL
	frame	data/chars/3Mrbig/c13.gif
	frame	data/chars/3Mrbig/c14.gif
		
anim	special2
	energycost	10
	mponly	1
	loop	0
	delay	30
	offset	104 190
	bbox	0 0 0 0
	@cmd	slamstart2
	@cmd	spawngrab 200 200 450 55 1 8
	sound	data/sounds/grab.wav
	@cmd	position 11 35 40 1 1
	frame	data/chars/3Mrbig/c02.gif
	delay	6
	sound	data/sounds/mbig6.wav
	@cmd	position 16 0 60 1 1
	frame	data/chars/3Mrbig/crs31.gif
	sound	data/sounds/punch2.wav
	@cmd	hurt 3
	@cmd	position 5 40 80 -1 1
	frame	data/chars/3Mrbig/crs32.gif
	attack	100 92 112 35 3 1 0 1 15 10
	@cmd	position 5 50 90 -1 1
	frame	data/chars/3Mrbig/crs33.gif
	attack	0 0 0 0
	@cmd	position 13 20 70 -1 1
	frame	data/chars/3Mrbig/crs34.gif
	sound	data/sounds/punch2.wav
	attack	-20 85 80 35 3 1 0 1 15 10
	@cmd	position 10 -90 100 -1 -1
	frame	data/chars/3Mrbig/crs35.gif
	attack	0 0 0 0
	@cmd	hurt 3
	@cmd	position 2 -50 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	@cmd	position 16 0 60 1 1
	frame	data/chars/3Mrbig/crs31.gif
	sound	data/sounds/punch2.wav
	@cmd	position 5 40 80 -1 1
	frame	data/chars/3Mrbig/crs32.gif
	attack	100 92 112 35 3 1 0 1 15 10
	@cmd	position 5 50 90 -1 1
	frame	data/chars/3Mrbig/crs33.gif
	attack	0 0 0 0
	@cmd	hurt 3
	@cmd	position 13 20 70 -1 1
	frame	data/chars/3Mrbig/crs34.gif
	sound	data/sounds/punch2.wav
	attack	-20 85 80 35 3 1 0 1 15 10
	@cmd	position 10 -90 100 -1 -1
	frame	data/chars/3Mrbig/crs35.gif
	attack	0 0 0 0
	@cmd	position 2 -50 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	@cmd	position 16 0 60 1 1
	frame	data/chars/3Mrbig/crs31.gif
	@cmd	hurt 3
	sound	data/sounds/punch2.wav
	@cmd	position 5 40 80 -1 1
	frame	data/chars/3Mrbig/crs32.gif
	attack	100 92 112 35 3 1 0 1 15 10
	@cmd	position 5 50 90 -1 1
	frame	data/chars/3Mrbig/crs33.gif
	attack	0 0 0 0
	@cmd	position 13 20 70 -1 1
	frame	data/chars/3Mrbig/crs34.gif
	sound	data/sounds/punch2.wav
	attack	-20 85 80 35 3 1 0 1 15 10
	@cmd	position 10 -90 100 -1 -1
	frame	data/chars/3Mrbig/crs35.gif
	attack	0 0 0 0
	@cmd	hurt 3
	@cmd	position 2 -50 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	@cmd	position 16 0 60 1 1
	frame	data/chars/3Mrbig/crs31.gif
	sound	data/sounds/punch2.wav
	@cmd	position 5 40 80 -1 1
	frame	data/chars/3Mrbig/crs32.gif
	attack	100 92 112 35 3 1 0 1 15 10
	@cmd	position 5 50 90 -1 1
	frame	data/chars/3Mrbig/crs33.gif
	attack	0 0 0 0
	@cmd	hurt 3
	@cmd	position 13 20 70 -1 1
	frame	data/chars/3Mrbig/crs34.gif
	sound	data/sounds/punch2.wav
	attack	-20 85 80 35 3 1 0 1 15 10
	@cmd	position 10 -90 100 -1 -1
	frame	data/chars/3Mrbig/crs35.gif
	attack	0 0 0 0
	@cmd	position 2 -50 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	@cmd	position 16 0 60 1 1
	frame	data/chars/3Mrbig/crs31.gif
	sound	data/sounds/punch2.wav
	@cmd	hurt 3
	@cmd	position 5 40 80 -1 1
	frame	data/chars/3Mrbig/crs32.gif
	attack	100 92 112 35 3 1 0 1 15 10
	@cmd	position 5 50 90 -1 1
	frame	data/chars/3Mrbig/crs33.gif
	attack	0 0 0 0
	@cmd	position 13 20 70 -1 1
	frame	data/chars/3Mrbig/crs34.gif
	sound	data/sounds/punch2.wav
	attack	-20 85 80 35 3 1 0 1 15 10
	@cmd	position 10 -90 100 -1 -1
	frame	data/chars/3Mrbig/crs35.gif
	attack	0 0 0 0
	@cmd	hurt 3
	@cmd	position 2 -50 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	@cmd	position 16 0 60 1 1
	frame	data/chars/3Mrbig/crs31.gif
	sound	data/sounds/punch2.wav
	@cmd	position 5 40 80 -1 1
	frame	data/chars/3Mrbig/crs32.gif
	attack	100 92 112 35 3 1 0 1 15 10
	@cmd	position 5 50 90 -1 1
	frame	data/chars/3Mrbig/crs33.gif
	attack	0 0 0 0
	@cmd	hurt 3
	@cmd	position 13 20 70 -1 1
	frame	data/chars/3Mrbig/crs34.gif
	sound	data/sounds/punch2.wav
	attack	-20 85 80 35 3 1 0 1 15 10
	@cmd	spawn02 "flashsc2" -10 200 190
	@cmd	position 10 -90 100 -1 -1
	frame	data/chars/3Mrbig/crs35.gif
	attack	0 0 0 0
	@cmd	killgrab
	@cmd	position 2 -50 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	delay	2
	@cmd	position 2 0 60 -1 1
	frame	data/chars/3Mrbig/crs36.gif
	move	-10
	@cmd	depost 0
	@cmd	finish 65 1 -3 3 0 0
	frame	data/chars/3Mrbig/crs37.gif
	frame	data/chars/3Mrbig/crs37.gif
	sound	data/sounds/mbig7.wav
	frame	data/chars/3Mrbig/crs38.gif
	@cmd	clearL
	frame	data/chars/3Mrbig/crs38.gif
	frame	data/chars/3Mrbig/crs38.gif
	frame	data/chars/3Mrbig/crs38.gif
	move	-6
	frame	data/chars/3Mrbig/crs38.gif
	frame	data/chars/3Mrbig/crs38.gif
	frame	data/chars/3Mrbig/crs38.gif
	frame	data/chars/3Mrbig/crs38.gif
	move	0
	delay	50
	frame	data/chars/3Mrbig/crs38.gif
		
anim	upper
	range	5 250
	rangez	-20 20
	loop	0
	delay	6
	offset	104 190
	bbox	0 0 0 0
	jumpframe	3 5 3
	landframe	9
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/3Mrbig/w03.gif
	sound	data/sounds/mbig4.wav
	frame	data/chars/3Mrbig/w04.gif
	frame	data/chars/3Mrbig/w05.gif
	hitfx	data/sounds/beat4.wav
	attack	90 85 85 75 20 1 0 0 15 23
	dropv	5 2 0
	frame	data/chars/3Mrbig/w06.gif
	delay	20
	frame	data/chars/3Mrbig/w07.gif
	frame	data/chars/3Mrbig/w08.gif
	frame	data/chars/3Mrbig/w09.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/w10.gif
	delay	400
	frame	data/chars/3Mrbig/w11.gif
	delay	20
	frame	data/chars/3Mrbig/rise05.gif
		
anim	walk
	loop	1
	delay	7
	offset	104 190
	bbox	82 77 37 95
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/run01.gif
	frame	data/chars/3Mrbig/run02.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/run03.gif
	frame	data/chars/3Mrbig/run04.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/run05.gif
	frame	data/chars/3Mrbig/run06.gif
		
#|edited by openBor Stats v 0.53
		
