name		eveplr
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b12.gif
	frame	data/chars/2badgirl10/b12.gif
	frame	data/chars/2badgirl10/blk16.gif
		
anim	freespecial13
@script
	void self = getlocalvar("self");
	void aggro = getentityproperty(self,"aggression");
	void mana = getentityproperty(self,"mp");
	if (aggro >= 90 && frame >= 0 && (mana>=10))
	{
	performattack(getlocalvar("self"), openborconstant("ANI_freespecial14"));
	}
	else if (frame == 0)
	{
	changeentityproperty(self, "aggression", aggro+10);
	}
	if (aggro >= 90 && frame >= 0 && (mana<=9))
	{
 	performattack(getlocalvar("self"), openborconstant("ANI_freespecial31"));
	}
	@end_script	
	loop	0
	delay	7
	offset	108 191
	bbox	95 100 30 70
	fastattack	1
	cancel	4 10 1 a freespecial12
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/b09.gif
	frame	data/chars/2badgirl10/b10.gif
	attack2	113 125 90 40 7 0 1 0 15 0
	frame	data/chars/2badgirl10/b08a.gif
	frame	data/chars/2badgirl10/b05a.gif
	frame	data/chars/2badgirl10/b09.gif
	attack2	0 0 0 0
	delay	6
	frame	data/chars/2badgirl10/b10.gif
	frame	data/chars/2badgirl10/b10.gif
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b12.gif
	frame	data/chars/2badgirl10/b12.gif
	frame	data/chars/2badgirl10/blk16.gif
		
anim	freespecial14
@script
	void self = getlocalvar("self");
	if (frame == 0 )
	{
        changeentityproperty(self, "aggression", 20);
	}
	@end_script	
	range	70 200
	loop	0
	delay	8
	offset	108 191
	bbox	0 0 0 0
	fastattack	1
	hitflash	flashscreen1
	hitfx	data/sounds/beat4.wav
	sound	data/sounds/super1.wav
	@cmd	spawnbind2 "allsp" 1 1 1 "ANI_FOLLOW1"
	@cmd	mpgain -10
	staydown	400 400
	@cmd	dasher 0.5 0 0
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/b00.gif
	sound	data/sounds/bgirl07.wav
	frame	data/chars/2badgirl10/b01.gif
	frame	data/chars/2badgirl10/b02.gif
	frame	data/chars/2badgirl10/b03.gif
	frame	data/chars/2badgirl10/b04.gif
	delay	12
	attack9	100 90 90 45 80 1 1 0 65 20
	dropv	2 2 0
	frame	data/chars/2badgirl10/b05.gif
	@cmd	stop
	frame	data/chars/2badgirl10/b06.gif
	frame	data/chars/2badgirl10/b07.gif
	attack9	0 0 0 0
	frame	data/chars/2badgirl10/b09.gif
	move	0
	frame	data/chars/2badgirl10/b10.gif
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b12.gif
	frame	data/chars/2badgirl10/blk16.gif
		
anim	freespecial15
	loop	0
	delay	9
	offset	108 165
	bbox	0 0 0 0
	frame	data/chars/2badgirl10/slamck13.gif
	offset	108 191
	frame	data/chars/2badgirl10/b00.gif
	frame	data/chars/2badgirl10/ch01.gif
	frame	data/chars/2badgirl10/ch02.gif
	frame	data/chars/2badgirl10/ch04.gif
	delay	70
	frame	data/chars/2badgirl10/ch03.gif
	@cmd	spawnChild2 "toturi3" 1 1 1 "ANI_FOLLOW16"
	frame	data/chars/2badgirl10/ch03.gif
	delay	9
	frame	data/chars/2badgirl10/ch02.gif
	frame	data/chars/2badgirl10/ch01.gif
	frame	data/chars/2badgirl10/b00.gif
	offset	108 165
	frame	data/chars/2badgirl10/slamck13.gif
		
anim	freespecial2
@script
	void self = getlocalvar("self");
	void plyr = getentityproperty(self, "playerindex");
	void aggro = getentityproperty(self,"aggression");
	void mana = getentityproperty(self,"mp");

	if(frame == 5)
	{
		changeentityproperty(self, "aggression", aggro+10);
	}

	if(frame >= 11 && frame <= 15 && playerkeys(plyr, 0, "jump") && aggro != 70)
	{
		updateframe(self, 3);
	}
	else if(frame <= 15 && aggro >= 70 && mana >= 20)
	{
		performattack(self, openborconstant("ANI_FOLLOW5"));
	}
	@end_script	
	loop	0
	delay	6
	offset	108 191
	bbox	102 108 25 60
	fastattack	1
	forcedirection	-1
	landframe	20
	hitfx	data/sounds/beat2.wav
	frame	data/chars/2badgirl10/2grab00.gif
	@cmd	leaper 1 2 0
	frame	data/chars/2badgirl10/2grab02.gif
	frame	data/chars/2badgirl10/2grab03.gif
	bbox	95 99 26 30
	frame	data/chars/2badgirl10/upk01.gif
	attack10	87 101 90 70 7 1 1 0 15 30
	dropv	1.7 0.4 0
	@cmd	leaper 0.3 0.6 0
	frame	data/chars/2badgirl10/upk02.gif
	sound	data/sounds/bgirl07.wav
	@cmd	leaper 0.3 0.6 0
	frame	data/chars/2badgirl10/upk03.gif
	attack10	0 0 0 0
	@cmd	leaper 0.3 0.6 0
	frame	data/chars/2badgirl10/upk04.gif
	@cmd	leaper 0.3 0.6 0
	frame	data/chars/2badgirl10/upk05.gif
	attack10	87 101 90 70 7 1 1 0 15 30
	dropv	1 0.3 0
	@cmd	leaper 0.3 0.5 0
	frame	data/chars/2badgirl10/upk06.gif
	sound	data/sounds/bgirl07.wav
	@cmd	leaper 0.3 0.5 0
	frame	data/chars/2badgirl10/upk07.gif
	attack10	0 0 0 0
	delay	1
	frame	data/chars/2badgirl10/upk08.gif
	frame	data/chars/2badgirl10/upk08.gif
	frame	data/chars/2badgirl10/upk08.gif
	frame	data/chars/2badgirl10/upk08.gif
	frame	data/chars/2badgirl10/upk08.gif
	frame	data/chars/2badgirl10/upk08.gif
	delay	5
	frame	data/chars/2badgirl10/upk08.gif
	frame	data/chars/2badgirl10/2grab03.gif
	bbox	109 75 21 30
	frame	data/chars/2badgirl10/2grab05a.gif
	delay	200
	frame	data/chars/2badgirl10/2grab05b.gif
	bbox	102 112 24 42
	delay	4
	frame	data/chars/2badgirl10/rise16.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	freespecial27
	energycost	75
	mponly	1
	loop	0
	delay	8
	offset	145 204
	bbox	0 0 0 0
	followanim	8
	followcond	1
	fastattack	1
	forcedirection	-1
	seal	7 1
	offset	108 165
	bbox	0 0 0 0
	hitfx	data/sounds/empty.wav
	frame	data/chars/2badgirl10/slamck13.gif
	offset	108 191
	sound	data/sounds/bgirl03.wav
	frame	data/chars/2badgirl10/b00.gif
	sound	data/sounds/super1.wav
	@cmd	spawnbind "allsp" 10 1 3
	frame	data/chars/2badgirl10/ch01.gif
	frame	data/chars/2badgirl10/ch02.gif
	frame	data/chars/2badgirl10/ch03.gif
	delay	60
	frame	data/chars/2badgirl10/ch04.gif
	delay	5
	frame	data/chars/2badgirl10/rise15.gif
	sound	data/sounds/slowm.wav
	frame	data/chars/2badgirl10/rise15a.gif
	frame	data/chars/2badgirl10/rise14.gif
	delay	2
	frame	data/chars/2badgirl10/run06.gif
	move	4
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run06.gif
	frame	data/chars/2badgirl10/run06.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run06.gif
	move	6
	frame	data/chars/2badgirl10/run06.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run06.gif
	frame	data/chars/2badgirl10/run06.gif
	move	7
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run06.gif
	attack	110 105 35 60 0 0 1 1 10 20
	frame	data/chars/2badgirl10/run06.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run05.gif
	frame	data/chars/2badgirl10/run05.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run06.gif
	frame	data/chars/2badgirl10/run06.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run05.gif
	frame	data/chars/2badgirl10/run05.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run01.gif
	frame	data/chars/2badgirl10/run01.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run02.gif
	frame	data/chars/2badgirl10/run02.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run03.gif
	frame	data/chars/2badgirl10/run03.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/run04.gif
	frame	data/chars/2badgirl10/run04.gif
	attack	0 0 0 0
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/rise15.gif
	frame	data/chars/2badgirl10/rise15.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/rise15.gif
	frame	data/chars/2badgirl10/rise15.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/rise15a.gif
	frame	data/chars/2badgirl10/rise15a.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/rise15b.gif
	frame	data/chars/2badgirl10/rise15b.gif
	@cmd	keymove 1.2
	frame	data/chars/2badgirl10/blk12.gif
	move	0
	@cmd	stop
	frame	data/chars/2badgirl10/blk12.gif
	delay	10
	frame	data/chars/2badgirl10/blk13.gif
	frame	data/chars/2badgirl10/blk14.gif
	frame	data/chars/2badgirl10/blk15.gif
		
anim	freespecial29
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame >= 11 && playerkeys(plyr, 0, "attack3"))
	{
	  updateframe(self, 4);
	}
	@end_script	
	loop	0
	delay	7
	offset	108 165
	bbox	93 75 35 91
	sound	data/sounds/bgirl03.wav
	frame	data/chars/2badgirl10/slamck13.gif
	offset	108 191
	bbox	93 100 35 91
	frame	data/chars/2badgirl10/b00.gif
	frame	data/chars/2badgirl10/ch01.gif
	frame	data/chars/2badgirl10/ch02.gif
	delay	2
	frame	data/chars/2badgirl10/ch05.gif
	frame	data/chars/2badgirl10/ch03.gif
	frame	data/chars/2badgirl10/ch06.gif
	frame	data/chars/2badgirl10/ch04.gif
	@cmd	mpgain 1
	frame	data/chars/2badgirl10/ch07.gif
	frame	data/chars/2badgirl10/ch03.gif
	frame	data/chars/2badgirl10/ch08.gif
	frame	data/chars/2badgirl10/ch04.gif
	frame	data/chars/2badgirl10/ch03.gif
	frame	data/chars/2badgirl10/ch03.gif
	delay	7
	frame	data/chars/2badgirl10/ch02.gif
	frame	data/chars/2badgirl10/ch01.gif
		
anim	freespecial30
@script
	void self = getlocalvar("self");
	if (frame == 0 )
	{
        changeentityproperty(self, "aggression", 20);
	}
	@end_script	
	loop	0
	delay	7
	offset	108 191
	bbox	0 0 0 0
	fastattack	1
	forcedirection	-1
	staydown	200 200
	hitflash	flashscreen1
	hitfx	data/sounds/empty.wav
	frame	data/chars/2badgirl10/runatk05.gif
	sound	data/sounds/super1.wav
	frame	data/chars/2badgirl10/runatk02.gif
	move	-4
	sound	data/sounds/bgirl07.wav
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/rise16.gif
	frame	data/chars/2badgirl10/runatk10.gif
	frame	data/chars/2badgirl10/runatk11.gif
	delay	15
	move	0
	frame	data/chars/2badgirl10/runatk12.gif
	delay	8
	hitfx	data/sounds/beat4.wav
	@cmd	dasher 2 0 0
	frame	data/chars/2badgirl10/runatk13.gif
	delay	3
	attack	112 90 90 47 40 1 1 0 20 10
	dropv	1 2
	frame	data/chars/2badgirl10/runatk14.gif
	frame	data/chars/2badgirl10/runatk15.gif
	frame	data/chars/2badgirl10/runatk14.gif
	frame	data/chars/2badgirl10/runatk15.gif
	delay	20
	frame	data/chars/2badgirl10/runatk16.gif
	attack	0 0 0 0
	@cmd	stop
	delay	30
	frame	data/chars/2badgirl10/runatk16.gif
	delay	10
	frame	data/chars/2badgirl10/runatk17.gif
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/a101a.gif
	frame	data/chars/2badgirl10/a101.gif
		
anim	freespecial31
@script
	void self = getlocalvar("self");
	if (frame == 0 )
	{
        changeentityproperty(self, "aggression", 20);
	}
	@end_script	
	range	70 200
	loop	0
	delay	8
	offset	108 191
	bbox	0 0 0 0
	fastattack	1
	hitflash	flashscreen1
	hitfx	data/sounds/beat4.wav
	sound	data/sounds/super1.wav
	staydown	100 100
	@cmd	dasher 0.5 0 0
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/b00.gif
	sound	data/sounds/bgirl07.wav
	frame	data/chars/2badgirl10/b01.gif
	frame	data/chars/2badgirl10/b02.gif
	frame	data/chars/2badgirl10/b03.gif
	frame	data/chars/2badgirl10/b04.gif
	delay	12
	attack9	100 90 90 45 40 1 1 0 65 20
	dropv	2 2 0
	frame	data/chars/2badgirl10/b05.gif
	@cmd	stop
	frame	data/chars/2badgirl10/b06.gif
	frame	data/chars/2badgirl10/b07.gif
	attack9	0 0 0 0
	frame	data/chars/2badgirl10/b09.gif
	move	0
	frame	data/chars/2badgirl10/b10.gif
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b12.gif
	frame	data/chars/2badgirl10/blk16.gif
		
anim	freespecial4
@script
	void self = getlocalvar("self");
	void aggro = getentityproperty(self,"aggression");
	void mana = getentityproperty(self,"mp");
	if (aggro >= 90 && frame >= 0 && (mana>=10))
	{
	performattack(getlocalvar("self"), openborconstant("ANI_freespecial6"));
	}
	else if (frame == 0)
	{
	changeentityproperty(self, "aggression", aggro+10);
	}
	if (aggro >= 90 && frame >= 0 && (mana<=9))
	{
 	performattack(getlocalvar("self"), openborconstant("ANI_freespecial30"));
	}
	@end_script	
	loop	0
	delay	6
	offset	108 191
	bbox	92 115 40 50
	fastattack	1
	cancel	5 11 1 a freespecial5
	forcedirection	-1
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/runatk02.gif
	attack2	105 104 85 35 10 0 1 0 15 20
	frame	data/chars/2badgirl10/runatk06.gif
	frame	data/chars/2badgirl10/runatk07.gif
	attack2	0 0 0 0
	delay	2
	frame	data/chars/2badgirl10/runatk08.gif
	frame	data/chars/2badgirl10/runatk08.gif
	frame	data/chars/2badgirl10/runatk08.gif
	frame	data/chars/2badgirl10/runatk08.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/runatk01.gif
		
anim	freespecial5
@script
	void self = getlocalvar("self");
	void aggro = getentityproperty(self,"aggression");
	void mana = getentityproperty(self,"mp");
	if (aggro >= 90 && frame >= 0 && (mana>=16))
	{
	performattack(getlocalvar("self"), openborconstant("ANI_freespecial6"));
	}
	else if (frame == 0)
	{
	changeentityproperty(self, "aggression", aggro+10);
	}
	if (aggro >= 90 && frame >= 0 && (mana<=15))
	{
 	performattack(getlocalvar("self"), openborconstant("ANI_freespecial30"));
	}
	@end_script	
	loop	0
	delay	6
	offset	108 191
	bbox	92 115 40 50
	fastattack	1
	cancel	5 11 1 a freespecial4
	forcedirection	-1
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/runatk02.gif
	attack2	105 104 85 35 11 0 1 0 15 20
	frame	data/chars/2badgirl10/runatk03.gif
	frame	data/chars/2badgirl10/runatk04.gif
	attack2	0 0 0 0
	delay	2
	frame	data/chars/2badgirl10/runatk05.gif
	frame	data/chars/2badgirl10/runatk05.gif #5
	frame	data/chars/2badgirl10/runatk05.gif
	frame	data/chars/2badgirl10/runatk05.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk02.gif
	frame	data/chars/2badgirl10/runatk01.gif
	frame	data/chars/2badgirl10/runatk01.gif #11
	frame	data/chars/2badgirl10/runatk01.gif
		
anim	freespecial6
@script
	void self = getlocalvar("self");
	if (frame == 0 )
	{
        changeentityproperty(self, "aggression", 20);
	}
	@end_script	
	loop	0
	delay	7
	offset	108 191
	bbox	0 0 0 0
	fastattack	1
	forcedirection	-1
	staydown	500 500
	hitfx	data/sounds/empty.wav
	hitflash	flashscreen1
	frame	data/chars/2badgirl10/runatk05.gif
	sound	data/sounds/super1.wav
	@cmd	spawnbind2 "allsp" 1 1 1 "ANI_FOLLOW1"
	@cmd	mpgain -10
	frame	data/chars/2badgirl10/runatk02.gif
	move	-4
	sound	data/sounds/bgirl07.wav
	attack6	112 90 95 47 0 0 1 1 0 30
	frame	data/chars/2badgirl10/runatk01.gif
	attack6	0 0 0 0
	frame	data/chars/2badgirl10/rise16.gif
	attack6	112 90 95 47 0 0 1 0 0 30
	frame	data/chars/2badgirl10/runatk10.gif
	attack6	0 0 0 0
	frame	data/chars/2badgirl10/runatk11.gif
	delay	15
	move	0
	attack6	112 90 95 47 0 0 1 1 0 30
	frame	data/chars/2badgirl10/runatk12.gif
	attack6	0 0 0 0
	delay	8
	hitfx	data/sounds/beat4.wav
	@cmd	dasher 2 0 0
	frame	data/chars/2badgirl10/runatk13.gif
	delay	3
	attack	112 90 84 47 80 1 1 0 65 30
	dropv	2 3
	frame	data/chars/2badgirl10/runatk14.gif
	frame	data/chars/2badgirl10/runatk15.gif
	frame	data/chars/2badgirl10/runatk14.gif
	frame	data/chars/2badgirl10/runatk15.gif
	@cmd	looper 10 3
	delay	20
	frame	data/chars/2badgirl10/runatk16.gif
	attack	0 0 0 0
	@cmd	stop
	delay	30
	frame	data/chars/2badgirl10/runatk16.gif
	delay	10
	frame	data/chars/2badgirl10/runatk17.gif
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/a101a.gif
	frame	data/chars/2badgirl10/a101.gif
		
anim	freespecial8
@script
	void self = getlocalvar("self");
	void vSpawn;
	//int plrZ = getentityproperty(self,"z");
	float plrZ = getentityproperty(self,"z");
	float plra = getentityproperty(self,"a");
        int XPos = openborvariant("xpos");
        int allEne = openborvariant("count_enemies");


	if(allEne == 0 && frame == 6)
	{
	performattack(self, openborconstant("ANI_FOLLOW6"));	
	}

	if (frame == 8 )
	{
	clearspawnentry();
	setspawnentry("name", "angelbed");
	vSpawn = spawn();
	changeentityproperty(vSpawn, "position", 270 + XPos, plrZ, 300 + plra);
    	performattack(vSpawn, openborconstant("ANI_FOLLOW1"));
	return vSpawn;
	}

	if (frame == 24 )
	{
	changeentityproperty(self, "position", 270 + XPos, 5 + plrZ, 400);
	changeentityproperty(self, "direction", 1);
	}

	if (frame == 33 )
	{
	changeentityproperty(self, "subject_to_obstacle", 0);
	changeentityproperty(self, "subject_to_platform", 0);
	changeentityproperty(self, "subject_to_hole", 0);
	}

	if (frame == 40 )
	{
	changeentityproperty(self, "subject_to_wall", 1);
	changeentityproperty(self, "subject_to_obstacle", 1);
	changeentityproperty(self, "subject_to_platform", 1);
	changeentityproperty(self, "subject_to_hole", 1);
	}
	@end_script	
	loop	0
	delay	8
	energycost	95
	mponly	1
	offset	108 191
	bbox	0 0 0 0
	jumpframe	13 3 0
	landframe	29
	frame	data/chars/2badgirl10/ch01.gif
	frame	data/chars/2badgirl10/ch02.gif #1
	@cmd	spawnbind "allsp" 10 1 3
	frame	data/chars/2badgirl10/ch03.gif
	frame	data/chars/2badgirl10/ch04.gif
	sound	data/sounds/super1.wav
	frame	data/chars/2badgirl10/ch04.gif
	delay	30
	frame	data/chars/2badgirl10/ch04.gif #5
	delay	10
	frame	data/chars/2badgirl10/c1.gif #6
	frame	data/chars/2badgirl10/sp03.gif
	frame	data/chars/2badgirl10/sp04.gif #8
	frame	data/chars/2badgirl10/sp05.gif
	sound	data/sounds/bgirl12.wav
	frame	data/chars/2badgirl10/sp05.gif
	delay	250
	frame	data/chars/2badgirl10/sp05.gif
	@cmd	spawnAni3 "whitepn" -5 1 5 "ANI_IDLE"
	delay	310
	frame	data/chars/2badgirl10/sp05.gif #12
	delay	6
	frame	data/chars/2badgirl10/2grab02.gif #13
	sound	data/sounds/bgirl02.wav
	frame	data/chars/2badgirl10/2grab03.gif
	frame	data/chars/2badgirl10/2grab04.gif
	frame	data/chars/2badgirl10/2grab05.gif
	@cmd	leaper 0 3 0
	frame	data/chars/2badgirl10/2grab05a.gif
	frame	data/chars/2badgirl10/2grab05b.gif
	delay	3
	frame	data/chars/2badgirl10/2grab05c.gif #19
	@cmd	leaper 0 2 0
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	@cmd	leaper 0 2 0
	frame	data/chars/2badgirl10/2grab05d.gif
	@cmd	looper 19 10
	frame	data/chars/2badgirl10/2grab05d.gif
	movea	0
	frame	data/chars/2badgirl10/2grab05d.gif #24
	frame	data/chars/2badgirl10/rise12.gif
	frame	data/chars/2badgirl10/rise11.gif
	sound	data/sounds/bgirl03.wav
	frame	data/chars/2badgirl10/sp06.gif
	delay	400
	frame	data/chars/2badgirl10/sp06.gif
	delay	12
	frame	data/chars/2badgirl10/sp07.gif #29
	frame	data/chars/2badgirl10/sp08.gif
	sound	data/sounds/grab.wav
	frame	data/chars/2badgirl10/sp09.gif
	delay	50
	frame	data/chars/2badgirl10/sp09.gif
	delay	400
	sound	data/sounds/super4.wav
	frame	data/chars/2badgirl10/sp09.gif
	frame	data/chars/2badgirl10/sp09.gif
	delay	6
	offset	116 170
	@cmd	leaper 0 4 0.4
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif #40
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif
	frame	data/chars/2badgirl10/2grab06.gif
	frame	data/chars/2badgirl10/2grab07.gif
	delay	12
	offset	115 180
	@cmd	flip
	frame	data/chars/2badgirl10/1grab13.gif
	frame	data/chars/2badgirl10/1grab14.gif
	delay	20
	frame	data/chars/2badgirl10/1grab15.gif
	delay	12
	frame	data/chars/2badgirl10/1grab16.gif
	frame	data/chars/2badgirl10/1grab18.gif
	frame	data/chars/2badgirl10/1grab19a.gif
	sound	data/sounds/bgirl08.wav
	frame	data/chars/2badgirl10/1grab19b.gif
	frame	data/chars/2badgirl10/1grab19c.gif
	frame	data/chars/2badgirl10/1grab19d.gif
	delay	150
	frame	data/chars/2badgirl10/1grab19e.gif
	delay	12
	offset	108 191
	@cmd	flip
	frame	data/chars/2badgirl10/rise1.gif
	frame	data/chars/2badgirl10/rise15.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	freespecial9
	energycost	12
	mponly	1
	loop	0
	landframe	21
	delay	7
	offset	108 191
	bbox	95 110 30 40
	fastattack	1
	hitfx	data/sounds/beat5.wav
	hitflash	flashscreen1
	frame	data/chars/2badgirl10/b11.gif
	sound	data/sounds/bgirl07.wav
	@cmd	dasher 3 0 0
	frame	data/chars/2badgirl10/b10.gif
	sound	data/sounds/punch3.wav
	frame	data/chars/2badgirl10/spa01.gif
	attack10	92 60 85 95 30 1 1 0 12 30
	dropv	4 1 0
	@cmd	dasher 3 1 0
	frame	data/chars/2badgirl10/spa02.gif
	attack10	43 50 148 96 30 1 1 0 12 30
	dropv	4.1 2 0
	@cmd	dasher 3 2 0
	frame	data/chars/2badgirl10/spa03.gif
	attack10	57 72 125 105 30 1 1 0 12 30
	dropv	4 1 0
	@cmd	dasher 2 3 0
	frame	data/chars/2badgirl10/spa04.gif
	attack10	64 65 100 116 30 1 1 0 12 30
	dropv	4.5 1 0
	frame	data/chars/2badgirl10/spa05.gif
	attack10	61 61 70 121 30 1 1 0 12 30
	dropv	4 1 0
	@cmd	dasher 0 3 0
	frame	data/chars/2badgirl10/spa06.gif
	attack10	46 95 60 60 30 1 1 0 12 30
	dropv	4 1 0
	frame	data/chars/2badgirl10/spa07.gif
	attack10	0 0 0 0
	frame	data/chars/2badgirl10/blk11.gif
	offset	118 155
	sound	data/sounds/punch3.wav
	bbox	110 81 30 30
	frame	data/chars/2badgirl10/2grab05ba.gif
	hitfx	data/sounds/sl1.wav
	hitflash	Flash2
	blast	80 56 91 70 60 1 0 0 30 0
	dropv	-1 5 0
	frame	data/chars/2badgirl10/2grab05j.gif
	frame	data/chars/2badgirl10/2grab05k.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	attack	0 0 0 0
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	frame	data/chars/2badgirl10/2grab05d.gif
	frame	data/chars/2badgirl10/2grab05c.gif
	delay	300
	frame	data/chars/2badgirl10/2grab05d.gif
	delay	12
	offset	108 191
	frame	data/chars/2badgirl10/rise16.gif
		
anim	get
	loop	0
	delay	8
	offset	108 191
	bbox	0 0 0 0
	frame	data/chars/2badgirl10/rise16.gif
	frame	data/chars/2badgirl10/rise15b.gif
	delay	15
	frame	data/chars/2badgirl10/rise15a.gif
	delay	8
	frame	data/chars/2badgirl10/rise15b.gif
	frame	data/chars/2badgirl10/rise16.gif
		
anim	grab
	delay	9
	offset	108 191
	bbox	90 97 36 91
	frame	data/chars/2badgirl10/xa03.gif
	frame	data/chars/2badgirl10/xa04.gif
	frame	data/chars/2badgirl10/xa05.gif
	frame	data/chars/2badgirl10/xa06.gif
	frame	data/chars/2badgirl10/xa07.gif
	frame	data/chars/2badgirl10/xa03.gif
	frame	data/chars/2badgirl10/xa07.gif
		
anim	grabattack
	delay	12
	offset	108 191
	bbox	90 97 36 91
	frame	data/chars/2badgirl10/blk16.gif
	attack2	100 110 45 55 15 0 0 0 9 0
	frame	data/chars/2badgirl10/b11.gif
	attack2	0 0 0 0
	frame	data/chars/2badgirl10/b12.gif
		
anim	grabattack2
	attackone	0
	delay	8
	offset	108 191
	bbox	0 0 0 0
	hitfx	data/sounds/beat5.wav
	frame	data/chars/2badgirl10/blk16.gif
	frame	data/chars/2badgirl10/1grab01.gif
	frame	data/chars/2badgirl10/1grab02.gif
	delay	3
	attack10	80 70 65 80 40 1 0 0 35 0
	dropv	6 0.2
	frame	data/chars/2badgirl10/1grab02c.gif
	frame	data/chars/2badgirl10/1grab02b.gif
	frame	data/chars/2badgirl10/1grab02c.gif
	frame	data/chars/2badgirl10/1grab02b.gif
	frame	data/chars/2badgirl10/1grab02c.gif
	frame	data/chars/2badgirl10/1grab02b.gif
	frame	data/chars/2badgirl10/1grab02c.gif
	frame	data/chars/2badgirl10/1grab02b.gif
	frame	data/chars/2badgirl10/1grab02c.gif
	delay	11
	frame	data/chars/2badgirl10/1grab02b.gif
	attack10	0 0 0 0
	delay	9
	frame	data/chars/2badgirl10/1grab02a.gif
	frame	data/chars/2badgirl10/1grab02.gif
	frame	data/chars/2badgirl10/b11.gif
	frame	data/chars/2badgirl10/b12.gif
		
anim	grabbackward
	loop	0
	delay	20
	offset	100 189
	bbox	0 0 0 0
	fastattack	1
	attackone	0
	otg	1
	staydown	610 610
	forcedirection	1
	jumpframe	8 4 -1
	hitfx	data/sounds/empty.wav
	sound	data/sounds/bgirl07.wav
	@cmd	slamstart2
	@cmd	position 11 35 45 -1 -1
	frame	data/chars/2badgirl10/1grab01.gif
	delay	7
	@cmd	position 11 35 45 -1 -1
	frame	data/chars/2badgirl10/1grab02.gif
	@cmd	position 11 35 45 -1 -1
	frame	data/chars/2badgirl10/1grab03.gif
	@cmd	position 11 35 45 -1 -1
	frame	data/chars/2badgirl10/1grab04.gif
	delay	12
	sound	data/sounds/grab.wav
	@cmd	spawnbind4 "Evearm1" 0 0 3 1 4
	@cmd	position 10 30 45 1 -1
