name	 tentcl
	@cmd	attack4 -270 0 0 160 -40 40 "ANI_FOLLOW6"
	frame	data/chars/beyond/3overlord/tent/tl08.gif
	frame	data/chars/beyond/3overlord/tent/tl09.gif
	@cmd	attack4 -270 0 0 160 -40 40 "ANI_FOLLOW6"
	frame	data/chars/beyond/3overlord/tent/tl10.gif
	frame	data/chars/beyond/3overlord/tent/tl11.gif
	@cmd	attack4 -270 0 0 160 -40 40 "ANI_FOLLOW6"
	frame	data/chars/beyond/3overlord/tent/tl12.gif
	@cmd	attack4 -270 0 0 160 -40 40 "ANI_FOLLOW6"
	frame	data/chars/beyond/3overlord/tent/tl13.gif
	@cmd	anichange "ANI_FOLLOW5"
	frame	data/chars/beyond/3overlord/tent/tl13.gif
		
anim	follow9
	loop	1
	delay	4
	offset	100 195
	bbox	0 0 0 0
	drawmethod	256 256 0 0 0 1
	frame	data/chars/beyond/3overlord/tent/d04.gif
	frame	data/chars/beyond/3overlord/tent/d05.gif
	frame	data/chars/beyond/3overlord/tent/d06.gif
	frame	data/chars/beyond/3overlord/tent/d07.gif
	frame	data/chars/beyond/3overlord/tent/d08.gif
	frame	data/chars/beyond/3overlord/tent/d09.gif
	frame	data/chars/beyond/3overlord/tent/d10.gif
	frame	data/chars/beyond/3overlord/tent/d11.gif
	frame	data/chars/beyond/3overlord/tent/d12.gif
	frame	data/chars/beyond/3overlord/tent/d13.gif
	frame	data/chars/beyond/3overlord/tent/d14.gif
	frame	data/chars/beyond/3overlord/tent/d15.gif
	delay	10
	frame	data/chars/beyond/3overlord/tent/dx16.gif
	frame	data/chars/beyond/3overlord/tent/dx17.gif
	@cmd	spawnAni "ovrshoot" 10 70 0 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/dx18.gif
	frame	data/chars/beyond/3overlord/tent/dx02.gif #17
	frame	data/chars/beyond/3overlord/tent/dx03.gif
	delay	4
	frame	data/chars/beyond/3overlord/tent/d04.gif #19
	frame	data/chars/beyond/3overlord/tent/d05.gif
	frame	data/chars/beyond/3overlord/tent/d06.gif
	frame	data/chars/beyond/3overlord/tent/d07.gif
	frame	data/chars/beyond/3overlord/tent/d08.gif
	frame	data/chars/beyond/3overlord/tent/d09.gif
	frame	data/chars/beyond/3overlord/tent/d10.gif
	frame	data/chars/beyond/3overlord/tent/d11.gif
	frame	data/chars/beyond/3overlord/tent/d12.gif
	frame	data/chars/beyond/3overlord/tent/d13.gif
	frame	data/chars/beyond/3overlord/tent/d14.gif
	frame	data/chars/beyond/3overlord/tent/d15.gif
	frame	data/chars/beyond/3overlord/tent/d16.gif
	frame	data/chars/beyond/3overlord/tent/d17.gif
	frame	data/chars/beyond/3overlord/tent/d18.gif
	frame	data/chars/beyond/3overlord/tent/d02.gif
	frame	data/chars/beyond/3overlord/tent/d03.gif
	@cmd	looper 19 7
	frame	data/chars/beyond/3overlord/tent/d04.gif
	frame	data/chars/beyond/3overlord/tent/d05.gif
	frame	data/chars/beyond/3overlord/tent/d06.gif
	frame	data/chars/beyond/3overlord/tent/d07.gif
	frame	data/chars/beyond/3overlord/tent/d08.gif
	frame	data/chars/beyond/3overlord/tent/d09.gif
	frame	data/chars/beyond/3overlord/tent/d10.gif
	frame	data/chars/beyond/3overlord/tent/d11.gif
	frame	data/chars/beyond/3overlord/tent/d12.gif
	frame	data/chars/beyond/3overlord/tent/d13.gif
	frame	data/chars/beyond/3overlord/tent/d14.gif
	frame	data/chars/beyond/3overlord/tent/d15.gif
	frame	data/chars/beyond/3overlord/tent/d16.gif
	frame	data/chars/beyond/3overlord/tent/d17.gif
	frame	data/chars/beyond/3overlord/tent/d18.gif
	frame	data/chars/beyond/3overlord/tent/d02.gif
	frame	data/chars/beyond/3overlord/tent/d03.gif
		
anim	idle
	loop	1
	delay	4
	offset	100 185
	bbox	0 0 0 0
	frame	data/chars/beyond/3overlord/tent/idle01.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle02.gif
	@cmd	attack4 90 370 0 160 -150 -30 "ANI_FOLLOW2"
	frame	data/chars/beyond/3overlord/tent/idle03.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle04.gif
	@cmd	attack4 90 370 0 160 -150 -30 "ANI_FOLLOW2"
	frame	data/chars/beyond/3overlord/tent/idle05.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle06.gif
	@cmd	attack4 90 370 0 160 -150 -30 "ANI_FOLLOW2"
	frame	data/chars/beyond/3overlord/tent/idle07.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle08.gif
	@cmd	attack4 90 370 0 160 -150 -30 "ANI_FOLLOW2"
	frame	data/chars/beyond/3overlord/tent/idle07.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle06.gif
	@cmd	attack4 90 370 0 160 -150 -30 "ANI_FOLLOW2"
	frame	data/chars/beyond/3overlord/tent/idle05.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle04.gif
	@cmd	attack4 90 370 0 160 -150 -30 "ANI_FOLLOW2"
	frame	data/chars/beyond/3overlord/tent/idle03.gif
	@cmd	attack4 90 370 0 160 30 150 "ANI_FOLLOW1"
	frame	data/chars/beyond/3overlord/tent/idle02.gif
		
#|edited by openBor Stats v 0.67
		
