name		jonpl3
	frame	data/chars/3johnny/gnbck23.gif
	sound	data/sounds/gun2.wav
	@cmd	shooter "bullnpc" 100 83 1 2.5 0 0
	frame	data/chars/3johnny/gnbck24.gif
	frame	data/chars/3johnny/gnbck25.gif
	@cmd	mpgain -5
	@cmd	shooter3 "bullnpc" -105 70 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck26.gif
	frame	data/chars/3johnny/gnbck27.gif # 35
	delay	2
	frame	data/chars/3johnny/gnbck13a.gif
	frame	data/chars/3johnny/gnbck13a.gif
	frame	data/chars/3johnny/gnbck13a.gif
	frame	data/chars/3johnny/gnbck13a.gif
	frame	data/chars/3johnny/gnbck13a.gif #40
	delay	11
	frame	data/chars/3johnny/gnbck12.gif
	frame	data/chars/3johnny/gnbck10.gif
	offset	101 190
	frame	data/chars/3johnny/gun02.gif
	@cmd	clearL
	frame	data/chars/3johnny/gun01.gif
		
anim	walk
	loop	1
	delay	10
	offset	101 191
	bbox	85 96 39 91
	frame	data/chars/3johnny/wk20.gif
	frame	data/chars/3johnny/wk21.gif
	frame	data/chars/3johnny/wk22.gif
	frame	data/chars/3johnny/wk23.gif
	frame	data/chars/3johnny/wk24.gif
	frame	data/chars/3johnny/wk25.gif
		
#|edited by openBor Stats v 0.53
		
