name          betty
	@cmd	position 17 20 85 -1 -1
	frame	data/chars/3betty/c15.png
	@cmd	depost 0
	@cmd	finish 40 1 -4 2 0 1
	frame	data/chars/3betty/c16.png
	frame	data/chars/3betty/c17.png
	delay	30
	frame	data/chars/3betty/c18.png
	delay	9
	frame	data/chars/3betty/det01.png
	@cmd	clearL
	frame	data/chars/3betty/rise3.png
		
anim	special2
	loop	0
	delay	3
	offset	130 183
	bbox	0 0 0 0
	move	-8
	movea	4
	frame	data/chars/3betty/jup01.png
	frame	data/chars/3betty/jup01.png
	frame	data/chars/3betty/jup02.png
	frame	data/chars/3betty/jup02.png
	frame	data/chars/3betty/jup03.png
	frame	data/chars/3betty/jup03.png
	frame	data/chars/3betty/jup04.png
	frame	data/chars/3betty/jup04.png
	frame	data/chars/3betty/jup05.png
	frame	data/chars/3betty/jup05.png
	frame	data/chars/3betty/jup06.png
	frame	data/chars/3betty/jup06.png
	frame	data/chars/3betty/jup07.png
	frame	data/chars/3betty/jup07.png
	frame	data/chars/3betty/jup06.png
	movea	0
	frame	data/chars/3betty/jup06.png
	frame	data/chars/3betty/jup07.png
	frame	data/chars/3betty/jup07.png
	frame	data/chars/3betty/jup06.png
	frame	data/chars/3betty/jup06.png
	frame	data/chars/3betty/jup07.png
	frame	data/chars/3betty/jup07.png
	move	0
	delay	9
	frame	data/chars/3betty/rise3.png	#7
		
anim	upper
	range	30 150
	rangez	-15 15
	loop	0
	delay	7
	offset	130 183
	bbox	104 94 47 90
	sound	data/sounds/bgirl12.wav
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/3betty/upper01.png
	offset	191 230
	bbox	0 0 0 0
	frame	data/chars/3betty/upper02.png
	frame	data/chars/3betty/upper03.png
	frame	data/chars/3betty/upper04.png
	attack3	190 55 130 120 7 1 0 0 40 20
	dropv	3 1
	frame	data/chars/3betty/upper05.png
	frame	data/chars/3betty/upper05a.png
	frame	data/chars/3betty/upper05b.png
	frame	data/chars/3betty/upper06.png
	attack3	0 0 0 0
	frame	data/chars/3betty/upper06a.png
	frame	data/chars/3betty/upper07.png
		
anim	walk
	loop	1
	delay	9
	offset	130 183
	bbox	104 94 47 90
	frame	data/chars/3betty/wk01.png
	frame	data/chars/3betty/wk02.png
	frame	data/chars/3betty/wk03.png
	frame	data/chars/3betty/wk04.png
	frame	data/chars/3betty/wk05.png
	frame	data/chars/3betty/wk06.png
	frame	data/chars/3betty/wk07.png
		
#|edited by openBor Stats v 0.67
		
