name		Beniplr
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn06.png
	delay	20
	frame	data/chars/xbeni/spawn06.png
	delay	7
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn01.png
	delay	5
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png #21
	frame	data/chars/xbeni/emp.png
		
anim	freespecial31
	energycost	30
	mponly	1
	weaponframe	21 9
	loop	0
	delay	7
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xbeni/spawn01.png
	sound	data/sounds/xbeniTLK.wav
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn06.png
	delay	20
	frame	data/chars/xbeni/spawn06.png
	delay	7
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn01.png
	delay	5
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png
	frame	data/chars/xbeni/emp.png
	frame	data/chars/xbeni/spawn01.png #21
	frame	data/chars/xbeni/emp.png
		
anim	freespecial5
	energycost	11
	mponly	1
	loop	0
	delay	7
	seal	5 1
	offset	145 211
	bbox	0 0 0 0
	jumpframe	0 2.5 -1
	landframe	9 dust
	forcedirection	-1
	fastattack	1
	staydown	300 300
	hitfx	data/sounds/beat5.wav
	frame	data/chars/xbeni/jump03.png
	offset	145 260
	sound	data/sounds/xbeni01.wav
	frame	data/chars/xbeni/b40.png
	delay	3
	frame	data/chars/xbeni/b41.png
	@cmd	leaper 5 -1
	frame	data/chars/xbeni/b41.png
	delay	3
	offset	145 240
	attack8	115 141 90 70 10 0 0 0 30 15
	frame	data/chars/xbeni/b50.png
	attack8	0 0 0 0
	frame	data/chars/xbeni/b51.png
	attack8	115 141 90 72 10 0 0 0 30 15
	frame	data/chars/xbeni/b52.png
	attack8	0 0 0 0
	frame	data/chars/xbeni/b53.png
	@cmd	looper 4 15
	delay	8
	offset	145 211
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	freespecial8
	loop	0
	delay	8
	offset	145 211
	bbox	140 114 30 30
	staydown	300 300
	jumpframe	1 4 1
	landframe	17 dust
	hitfx	data/sounds/elec.wav
	frame	data/chars/xbeni/jump00.png
	delay	5
	sound	data/sounds/xbeniPW.wav
	frame	data/chars/xbeni/jump03.png
	frame	data/chars/xbeni/jump04.png
	frame	data/chars/xbeni/spw50.png
	frame	data/chars/xbeni/spw51.png
	frame	data/chars/xbeni/spw52.png
	frame	data/chars/xbeni/spw53.png
	delay	1
	frame	data/chars/xbeni/spw56.png
	attack	170 100 105 85 50 1 0 0 5 15
	dropv	2 3
	frame	data/chars/xbeni/spw57.png
	frame	data/chars/xbeni/spw58.png
	frame	data/chars/xbeni/spw59.png
	frame	data/chars/xbeni/spw60.png
	frame	data/chars/xbeni/spw61.png
	frame	data/chars/xbeni/spw62.png
	frame	data/chars/xbeni/spw63.png
	frame	data/chars/xbeni/spw64.png
	@cmd	looper 8 20
	attack	0 0 0 0
	delay	7
	frame	data/chars/xbeni/spw65.png
	bbox	140 159 30 30
	frame	data/chars/xbeni/sld01.png
	frame	data/chars/xbeni/sld00.png
	@cmd	clearL
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	freespecial9
	energycost	12
	mponly	1
	loop	0
	delay	7
	offset	145 211
	bbox	0 0 0 0
	hitflash	flashscreen1
	hitfx	data/sounds/beat5.wav
	jumpframe	1 3.8 1
	landframe	11
	staydown	300 300
	frame	data/chars/xbeni/rise04.png
	@cmd	spawnAni "xleonapw" 100 1 1 "ANI_follow8"
	delay	5
	sound	data/sounds/xbeni01.wav
	frame	data/chars/xbeni/spw15.png
	attack	145 70 105 165 50 1 1 0 5 15
	dropv	4 1
	frame	data/chars/xbeni/spw16.png
	frame	data/chars/xbeni/spw17.png
	delay	12
	frame	data/chars/xbeni/spw18.png
	delay	6
	attack	0 0 0 0
	frame	data/chars/xbeni/spw19.png
	frame	data/chars/xbeni/spw20.png
	frame	data/chars/xbeni/spw21.png
	delay	6
	frame	data/chars/xbeni/jump03.png
	frame	data/chars/xbeni/jump02.png
	delay	500
	frame	data/chars/xbeni/jump01.png
	delay	9
	frame	data/chars/xbeni/jump00.png
		
anim	get
	delay	7
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xbeni/rise04.png
	delay	20
	frame	data/chars/xbeni/get01.png
	delay	7
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	grab
	loop	0
	delay	6
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/grab00.png
	frame	data/chars/xbeni/grab00.png
		
anim	grabattack
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	attack	0 0 0 0
	fastattack	1
	frame	data/chars/xbeni/grab00.png
	delay	23
	attack6	145 135 40 40 9 0 1 0 16 0
	frame	data/chars/xbeni/grab01.png
		
anim	grabattack2
	loop	0
	delay	6
	offset	145 211
	bbox	0 0 0 0
	staydown	500 500
	fastattack	1
	attackone	0
	jumpframe	0 3 0.3
	landframe	5
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xbeni03.wav
	frame	data/chars/xbeni/grab00.png
	frame	data/chars/xbeni/grab10.png
	attack	145 120 45 50 25 1 0 0 30 15
	frame	data/chars/xbeni/grab11.png
	delay	12
	frame	data/chars/xbeni/grab12.png
	attack	0 0 0 0
	delay	7
	frame	data/chars/xbeni/grab10.png
		
anim	grabbackward
	attackone	0
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 11 25 49 -1 -1
	frame	data/chars/xbeni/grab20.png
	delay	8
	@cmd	position 10 20 65 -1 -1
	frame	data/chars/xbeni/grab21.png
	@cmd	position 9 -10 105 -1 1
	frame	data/chars/xbeni/grab22.png
	delay	20
	@cmd	position 9 -30 105 -1 1
	frame	data/chars/xbeni/grab23.png
	sound	data/sounds/xbeni02.wav
	delay	2
	@cmd	position 15 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	@cmd	position 15 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	@cmd	position 15 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	@cmd	position 15 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	@cmd	spawn01 "qfx" -40 1 1
	@cmd	position 14 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	@cmd	position 14 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	@cmd	position 14 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	delay	30
	@cmd	position 14 -35 49 -1 1
	frame	data/chars/xbeni/grab24.png
	delay	9
	@cmd	depost 0
	@cmd	finish 70 1 -3 1 0 -1
	frame	data/chars/xbeni/grab24.png
	frame	data/chars/xbeni/rise01.png
	@cmd	flip
	frame	data/chars/xbeni/rise02.png
	@cmd	clearL
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	grabbed
	loop	0
	delay	10
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/pain3.png
		
anim	grabforward
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	attack	0 0 0 0
	fastattack	1
	frame	data/chars/xbeni/grab00.png
	delay	23
	attack6	145 135 40 40 9 0 1 0 16 0
	frame	data/chars/xbeni/grab02.png
		
anim	grabforward2
	loop	0
	attackone	0
	delay	5
	offset	145 211
	bbox	0 0 0 0
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/xbeni03.wav
	frame	data/chars/xbeni/grab00.png
	delay	7
	frame	data/chars/xbeni/grab05.png
	frame	data/chars/xbeni/grab06.png
	attack10	145 65 45 80 25 1 0 0 40 15
	dropv	5 0.2
	frame	data/chars/xbeni/grab07.png
	delay	9
	frame	data/chars/xbeni/grab08.png
	attack10	0 0 0 0
	frame	data/chars/xbeni/grab06.png
	frame	data/chars/xbeni/grab05.png
		
anim	grabup
	loop	0
	attackone	0
	delay	5
	offset	145 211
	bbox	0 0 0 0
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/xbeni04.wav
	frame	data/chars/xbeni/grab00.png
	delay	7
	frame	data/chars/xbeni/grab05.png
	frame	data/chars/xbeni/grab06.png
	attack10	145 65 45 80 25 1 0 0 40 15
	dropv	6 0.3
	frame	data/chars/xbeni/grab07.png
	delay	9
	frame	data/chars/xbeni/grab08.png
	attack10	0 0 0 0
	frame	data/chars/xbeni/grab06.png
	frame	data/chars/xbeni/grab05.png
		
anim	idle
	loop	1 6 14
	delay	8
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/idle01.png
	frame	data/chars/xbeni/idle02.png
	@cmd	clearL
	frame	data/chars/xbeni/idle03.png
	frame	data/chars/xbeni/idle04.png
	frame	data/chars/xbeni/idle05.png
	frame	data/chars/xbeni/idle06.png #5
	frame	data/chars/xbeni/idle07.png
	frame	data/chars/xbeni/idle08.png
	frame	data/chars/xbeni/idle09.png
	frame	data/chars/xbeni/idle10.png
	frame	data/chars/xbeni/idle11.png
	frame	data/chars/xbeni/idle12.png
	frame	data/chars/xbeni/idle13.png
	frame	data/chars/xbeni/idle14.png #14
		
anim	jump
	cancel	0 6 0 s freespecial5
	loop	0
	delay	7
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xbeni/jump01.png
	frame	data/chars/xbeni/jump02.png
	frame	data/chars/xbeni/jump03.png
	delay	30
	frame	data/chars/xbeni/jump04.png
	delay	7
	frame	data/chars/xbeni/jump03.png
	frame	data/chars/xbeni/jump02.png
	frame	data/chars/xbeni/jump01.png
		
anim	jumpattack
	loop	0
	delay	8
	offset	145 211
	bbox	130 95 30 50
	forcedirection	-1
	staydown	300 300
	hitfx	data/sounds/beat3.wav
	frame	data/chars/xbeni/jua05.png
	sound	data/sounds/xbeni01.wav
	frame	data/chars/xbeni/jua01.png
	attack	130 99 90 70 30 1 0 0 30 15
	frame	data/chars/xbeni/jua02.png
	frame	data/chars/xbeni/jua03.png
		
anim	jumpattack2
	loop	0
	delay	8
	offset	145 211
	bbox	130 95 30 50
	frame	data/chars/xbeni/jua05.png
	attack2	130 115 55 50 12 0 0 0 15 15
	frame	data/chars/xbeni/jua06.png
	frame	data/chars/xbeni/jua07.png
		
anim	jumpattack3
	followanim	6
	followcond	1
	fastattack	1
	forcedirection	-1
	loop	0
	delay	5
	offset	145 211
	bbox	130 95 30 50
	jumpframe	0 1 2
	landframe	3
	attack	0 0 0 0
	hitfx	data/sounds/beat3.wav
	frame	data/chars/xbeni/jua17.png
	sound	data/sounds/xbeni04.wav
	frame	data/chars/xbeni/jua15.png
	delay	500
	attack2	125 115 75 70 12 0 0 0 20 15
	frame	data/chars/xbeni/jua25.png
	delay	6
	frame	data/chars/xbeni/jump00.png #3
		
anim	jumpdelay
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/jump00.png
		
anim	jumpforward
	loop	0
	delay	9
	offset	145 211
	bbox	130 95 30 50
	landframe	4
	hitfx	data/sounds/beat5.wav
	forcedirection	-1
	staydown	300 300
	frame	data/chars/xbeni/jua15.png
	sound	data/sounds/xbeni02.wav
	delay	11
	frame	data/chars/xbeni/jua17.png
	attack	130 115 100 50 30 1 0 0 30 15
	frame	data/chars/xbeni/jua18.png
	delay	500
	frame	data/chars/xbeni/jua19.png
	delay	6
	frame	data/chars/xbeni/jump00.png #4
		
anim	jumpland
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/jump00.png
		
anim	pain
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/pain1.png
	offset	140 211
	frame	data/chars/xbeni/pain2.png
	offset	146 211
	frame	data/chars/xbeni/pain2.png
	offset	145 211
	frame	data/chars/xbeni/pain2.png
		
anim	pain2
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/pain3.png
	offset	140 211
	frame	data/chars/xbeni/pain4.png
	offset	146 211
	frame	data/chars/xbeni/pain4.png
	offset	145 211
	frame	data/chars/xbeni/pain4.png
		
anim	pain3
	loop	0
	delay	2
	offset	145 211
	bbox	130 125 30 75
	move	-6
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain2.png
	frame	data/chars/xbeni/pain2.png
	frame	data/chars/xbeni/pain2.png
	move	-4
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain3.png
	frame	data/chars/xbeni/pain3.png
	move	-2
	frame	data/chars/xbeni/pain3.png
	frame	data/chars/xbeni/pain4.png
	frame	data/chars/xbeni/pain4.png
	delay	50
	frame	data/chars/xbeni/pain4.png
		
anim	pain5
	loop	0
	delay	9
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/pain3.png
	frame	data/chars/xbeni/pain4.png
	frame	data/chars/xbeni/pain1.png
	frame	data/chars/xbeni/pain2.png
	frame	data/chars/xbeni/deth01.png
	frame	data/chars/xbeni/deth02.png
	frame	data/chars/xbeni/deth03.png
	frame	data/chars/xbeni/deth04.png
	delay	40
	frame	data/chars/xbeni/deth05.png
	delay	12
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	respawn
	loop	0
	delay	9
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xbeni/spawn01.png
	sound	data/sounds/xbeniTLK.wav
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn06.png
	delay	30
	frame	data/chars/xbeni/spawn06.png
	delay	9
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn01.png
		
anim	rise
	loop	0
	delay	25
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xbeni/fall4.png
	delay	9
	frame	data/chars/xbeni/rise01.png
	frame	data/chars/xbeni/rise02.png
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	run
	loop	1
	delay	8
	offset	145 211
	bbox	130 139 30 45
	frame	data/chars/xbeni/run01.png
	sound	data/sounds/run.wav
	frame	data/chars/xbeni/run02.png
	frame	data/chars/xbeni/run03.png
	frame	data/chars/xbeni/run04.png
	sound	data/sounds/run.wav
	frame	data/chars/xbeni/run05.png
	frame	data/chars/xbeni/run06.png
		
anim	runattack
	loop	0
	delay	5
	offset	145 211
	bbox	134 131 30 45
	fastattack	1
	forcedirection	-1
	hitfx	data/sounds/beat2.wav
	@cmd	dasher 3 0 0
	frame	data/chars/xbeni/runatk01.png
	sound	data/sounds/xbeni04.wav
	frame	data/chars/xbeni/runatk02.png
	frame	data/chars/xbeni/runatk03.png
	attack	140 120 70 55 35 1 0 0 15 15
	dropv	3 3
	frame	data/chars/xbeni/runatk04.png
	frame	data/chars/xbeni/runatk05.png
	frame	data/chars/xbeni/runatk06.png
	frame	data/chars/xbeni/runatk06.png
	@cmd	dasher 2 0 0
	frame	data/chars/xbeni/runatk06.png
	delay	8
	frame	data/chars/xbeni/runatk06.png
	attack	0 0 0 0
	@cmd	dasher 1 0 0
	frame	data/chars/xbeni/runatk02.png
	@cmd	stop
	frame	data/chars/xbeni/runatk01.png
		
anim	runjump
	cancel	0 4 0 s freespecial5
	loop	0
	delay	7
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xbeni/jump10.png
	frame	data/chars/xbeni/jump11.png
	delay	40
	frame	data/chars/xbeni/jump12.png
	delay	7
	frame	data/chars/xbeni/jump13.png
	frame	data/chars/xbeni/jump14.png
		
anim	runjumpattack
	loop	0
	delay	9
	offset	145 211
	bbox	130 95 30 50
	fastattack	1
	forcedirection	-1
	staydown	300 300
	hitfx	data/sounds/beat5.wav
	frame	data/chars/xbeni/jua15.png
	sound	data/sounds/xbeni03.wav
	frame	data/chars/xbeni/jua10.png
	attack8	130 122 90 62 10 0 0 0 12 15
	frame	data/chars/xbeni/jua11.png
	attack8	0 0 0 0
	frame	data/chars/xbeni/jua11.png
	attack	130 122 90 62 25 1 0 0 12 15
	dropv	3 4
	frame	data/chars/xbeni/jua11.png
		
anim	runslide
	loop	0
	delay	9
	offset	145 211
	bbox	130 175 30 25
	forcedirection	-1
	staydown	300 300
	hitfx	data/sounds/beat3.wav
	@cmd	dasher 3 0 0
	frame	data/chars/xbeni/sld00.png
	delay	15
	frame	data/chars/xbeni/sld01.png
	delay	7
	sound	data/sounds/xbeni04.wav
	@cmd	spawn01 "dust" 30 1 1
	frame	data/chars/xbeni/sld02.png
	attack	120 140 85 60 30 1 0 0 25 15
	frame	data/chars/xbeni/sld03.png
	attack	120 140 66 60 30 1 0 0 25 15
	dropv	3 1
	@cmd	dasher 2 0 0
	frame	data/chars/xbeni/sld03a.png
	delay	12
	frame	data/chars/xbeni/sld04.png
	@cmd	dasher 1 0 0
	frame	data/chars/xbeni/sld04.png
	delay	8
	frame	data/chars/xbeni/sld04.png
	attack	0 0 0 0
	@cmd	stop
	frame	data/chars/xbeni/sld05.png
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	select
	fshadow	0
	loop	0
	delay	5
	offset	0 0
	sound	data/sounds/blink.wav
	frame	data/chars/xbeni/xwait2.png
	sound	data/sounds/xbeniTLK.wav
	frame	data/chars/xbeni/xwait3.png
	frame	data/chars/xbeni/xwait2.png #2
	frame	data/chars/xbeni/xwait3.png
	@cmd	looper 2 10
	delay	100
	frame	data/chars/xbeni/xwait2.png
		
anim	spawn
	loop	0
	delay	9
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xbeni/spawn01.png
	sound	data/sounds/xbeniTLK.wav
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn06.png
	delay	30
	frame	data/chars/xbeni/spawn06.png
	delay	9
	frame	data/chars/xbeni/spawn05.png
	frame	data/chars/xbeni/spawn04.png
	frame	data/chars/xbeni/spawn03.png
	frame	data/chars/xbeni/spawn02.png
	frame	data/chars/xbeni/spawn01.png
		
anim	special
	energycost	40
	mponly	1
	loop	0
	delay	9
	offset	145 211
	bbox	0 0 0 0
	staydown	300 300
	hitfx	data/sounds/beat5.wav
	frame	data/chars/xbeni/spw01.png
	sound	data/sounds/xbeni02.wav
	frame	data/chars/xbeni/spw02.png
	delay	4
	attack	40 135 115 60 35 1 0 0 12 25
	dropv	1 3
	frame	data/chars/xbeni/spw03.png #2
	attack	0 0 0 0
	frame	data/chars/xbeni/spw04.png
	frame	data/chars/xbeni/spw05.png
	sound	data/sounds/punch2.wav
	frame	data/chars/xbeni/spw06.png
	attack	141 135 115 60 35 1 0 0 12 25
	dropv	1 3
	frame	data/chars/xbeni/spw07.png
	attack	0 0 0 0
	frame	data/chars/xbeni/spw08.png
	frame	data/chars/xbeni/spw09.png
	@cmd	looper 2 6
	delay	6
	frame	data/chars/xbeni/spw03.png
	frame	data/chars/xbeni/spw04.png
	delay	8
	frame	data/chars/xbeni/get01.png
	frame	data/chars/xbeni/rise03.png
	frame	data/chars/xbeni/rise04.png
		
anim	waiting
	fshadow	0
	loop	1
	delay	12
	offset	0 0
	frame	data/chars/xbeni/xwait1.png
		
anim	walk
	loop	1
	delay	9
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xbeni/wlk01.png
	frame	data/chars/xbeni/wlk02.png
	frame	data/chars/xbeni/wlk03.png
	frame	data/chars/xbeni/wlk04.png
	frame	data/chars/xbeni/wlk05.png
	frame	data/chars/xbeni/wlk06.png
		
anim	walkoff
	loop	0
	delay	12
	offset	145 211
	bbox	130 110 30 60
	frame	data/chars/xbeni/jump02.png
		
#|edited by openBor Stats v 0.67
		
