name		ralfplr
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw46.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw46.png
	@cmd	looper 19 8
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw47.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw47.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw47.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw47.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw48.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw48.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw48.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw48.png
	attack	0 0 0 0
	move	5
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw49.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw49.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw49.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw49.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw49.png
	@cmd	stop
	@cmd	dasher 0.2 0 0
	frame	data/chars/xralf/pw50.png
	frame	data/chars/xralf/pw50.png
	frame	data/chars/xralf/pw50.png
	@cmd	stop
	frame	data/chars/xralf/pw50.png
	frame	data/chars/xralf/pw50.png
	move	0
	delay	12
	frame	data/chars/xralf/a01.png
		
anim	freespecial27
	energycost	75
	mponly	1
	loop	0
	delay	9
	offset	145 211
	bbox	0 0 0 0
	fastattack	1
	forcedirection	-1
	seal	7 1
	followanim	4
	followcond	1
	hitfx	data/sounds/empty.wav
	frame	data/chars/xralf/charge01.png
	sound	data/sounds/super1.wav
	frame	data/chars/xralf/charge02.png
	frame	data/chars/xralf/charge03.png
	frame	data/chars/xralf/charge04.png
	@cmd	spawn04 "allsp" 1 1 1 3
	delay	60
	sound	data/sounds/xralfchg02.wav
	frame	data/chars/xralf/charge04.png
	delay	12
	frame	data/chars/xralf/pw43.png
	delay	3
	move	8
	attack	125 125 50 60 0 0 1 1 0 20
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw44.png #6
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw44.png
	@cmd	keymove 1.2
	frame	data/chars/xralf/pw44.png
	@cmd	looper 6 10
	frame	data/chars/xralf/pw44.png
	attack	0 0 0 0
	move	0
	@cmd	stop
	frame	data/chars/xralf/pw44.png
	delay	10
	frame	data/chars/xralf/grd07.png
	frame	data/chars/xralf/grd06.png
	frame	data/chars/xralf/rise06.png
	frame	data/chars/xralf/rise07.png
	frame	data/chars/xralf/rise08.png
		
anim	freespecial29
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame > 7 && playerkeys(plyr, 0, "attack3"))
	{
	  updateframe(self, 2);
	}
	@end_script	
	loop	0
	delay	10
	offset	145 211
	bbox	125 125 30 75
	sound	data/sounds/xralfchg02.wav
	frame	data/chars/xralf/chg06.png
	frame	data/chars/xralf/chg07.png
	delay	8
	frame	data/chars/xralf/chg08.png
	frame	data/chars/xralf/chg09.png
	@cmd	mpgain 1
	frame	data/chars/xralf/chg10.png
	@cmd	mpgain 1
	frame	data/chars/xralf/chg08.png
	@cmd	mpgain 1
	frame	data/chars/xralf/chg09.png
	frame	data/chars/xralf/chg10.png
	delay	10
	frame	data/chars/xralf/chg07.png
	frame	data/chars/xralf/chg06.png
		
anim	freespecial3
	loop	0
	delay	12
	energycost	10
	mponly	1
	offset	145 211
	fastattack	1
	bbox	0 0 0 0
	forcedirection	-1
	frame	data/chars/xralf/rise08.png
	delay	20
	sound	data/sounds/xralfPW01.wav
	frame	data/chars/xralf/pw05.png
	delay	5
	@cmd	dasher 0.3 0 0
	hitfx	data/sounds/burn.wav
	attack5	155 90 90 60 5 0 0 0 15 20
	@cmd	spawnAni "xkyopw" 70 80 1 "ANI_FOLLOW5"
	frame	data/chars/xralf/pw06.png
	attack5	0 0 0 0
	frame	data/chars/xralf/pw07.png
	@cmd	spawnAni "xkyopw" 85 50 1 "ANI_FOLLOW5"
	frame	data/chars/xralf/pw08.png
	attack5	155 100 90 60 5 0 0 0 15 20
	frame	data/chars/xralf/pw09.png
	@cmd	spawnAni "xkyopw" 90 70 1 "ANI_FOLLOW5"
	attack5	0 0 0 0
	frame	data/chars/xralf/pw10.png
	attack6	155 110 90 60 5 0 0 0 15 20
	frame	data/chars/xralf/pw11.png
	@cmd	spawnAni "xkyopw" 80 90 1 "ANI_FOLLOW5"
	attack6	0 0 0 0
	frame	data/chars/xralf/pw12.png
	attack6	155 120 90 60 5 0 0 0 15 20
	frame	data/chars/xralf/pw13.png
	@cmd	spawnAni "xkyopw" 70 105 1 "ANI_FOLLOW5"
	attack6	0 0 0 0
	frame	data/chars/xralf/pw13.png
	loop	0
	@cmd	stop
	burn	155 90 90 60 25 1 0 0 22 20
	dropv	5.5 1
	frame	data/chars/xralf/pw06.png
	burn	0 0 0 0
	delay	7
	frame	data/chars/xralf/pw07.png
	delay	40
	frame	data/chars/xralf/pw08.png
	delay	12
	frame	data/chars/xralf/a29.png
		
anim	freespecial30
	energycost	55
	mponly	1
	weaponframe	24 2
	loop	0
	delay	7
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xralf/spw06.png
	sound	data/sounds/xralfTlk01.wav
	frame	data/chars/xralf/spw06.png
	frame	data/chars/xralf/spw01.png #2
	frame	data/chars/xralf/spw02.png
	frame	data/chars/xralf/spw03.png
	frame	data/chars/xralf/spw04.png
	frame	data/chars/xralf/spw05.png
	frame	data/chars/xralf/spw06.png
	@cmd	looper 2 1
	delay	8
	frame	data/chars/xralf/spw10.png
	frame	data/chars/xralf/spw11.png
	frame	data/chars/xralf/spw12.png
	frame	data/chars/xralf/spw13.png
	frame	data/chars/xralf/spw14.png
	frame	data/chars/xralf/spw13.png
	frame	data/chars/xralf/spw14.png
	frame	data/chars/xralf/spw20.png
	delay	5
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png #24
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
		
anim	freespecial31
	energycost	55
	mponly	1
	weaponframe	24 9
	loop	0
	delay	7
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xralf/spw06.png
	sound	data/sounds/xralfTlk01.wav
	frame	data/chars/xralf/spw06.png
	frame	data/chars/xralf/spw01.png #2
	frame	data/chars/xralf/spw02.png
	frame	data/chars/xralf/spw03.png
	frame	data/chars/xralf/spw04.png
	frame	data/chars/xralf/spw05.png
	frame	data/chars/xralf/spw06.png
	@cmd	looper 2 1
	delay	8
	frame	data/chars/xralf/spw10.png
	frame	data/chars/xralf/spw11.png
	frame	data/chars/xralf/spw12.png
	frame	data/chars/xralf/spw13.png
	frame	data/chars/xralf/spw14.png
	frame	data/chars/xralf/spw13.png
	frame	data/chars/xralf/spw14.png
	frame	data/chars/xralf/spw20.png
	delay	5
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png #24
	frame	data/chars/xralf/emp.png
	frame	data/chars/xralf/spw20.png
	frame	data/chars/xralf/emp.png
		
anim	freespecial4
	energycost	30
	mponly	1
	loop	0
	delay	8
	offset	145 211
	bbox	130 125 30 75
	followanim	3
	followcond	1
	fastattack	1
	forcedirection	-1
	seal	5 1
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/xralf02.wav
	@cmd	dasher 2.5 0 0
	frame	data/chars/xralf/a40.png
	frame	data/chars/xralf/a41.png
	delay	15
	attack8	143 105 50 40 10 0 1 0 12 20
	frame	data/chars/xralf/a43a.png
	attack8	0 0 0 0
	@cmd	stop
	frame	data/chars/xralf/a50.png
	delay	9
	frame	data/chars/xralf/a51.png
	frame	data/chars/xralf/a60.png
		
anim	freespecial5
@script

   void self = getlocalvar("self");
   void target = getlocalvar("Target" + self);

   if(frame == 2)
   {
	bindentity(target, NULL());
	tossentity(target, 3.5, 0, 0); // Toss opponent 
   }
	@end_script	
	energycost	10
	mponly	1
	cancel	7 11 0 A freespecial6
	cancel	7 11 0 J freespecial6
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	@cmd	position 0 20 75 -1 1
	frame	data/chars/xralf/grab62.png
	sound	data/sounds/xralf04.wav
	@cmd	position 2 0 120 1 1
	frame	data/chars/xralf/grab63.png
	delay	15
	frame	data/chars/xralf/grab64.png #2
	delay	9
	frame	data/chars/xralf/grab65.png
	delay	50
	frame	data/chars/xralf/grab66.png
	delay	20
	@cmd	hurt 20
	sound	data/sounds/fall.wav
	sound	data/sounds/break.wav
	@cmd	spawn01 "flashscreen1" 0 80 1
	@cmd	position 1 0 90 -1 1
	frame	data/chars/xralf/grab67.png
	delay	10
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #6
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #7
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #11
	delay	8
	sound	data/sounds/xralf08.wav
	@cmd	position 6 -15 30 -1 1
	frame	data/chars/xralf/grab69.png
	@cmd	depost 0
	@cmd	finish 30 1 -2 0 0 -1
	frame	data/chars/xralf/grab70.png
	delay	25
	@cmd	clearL
	frame	data/chars/xralf/grab71.png
	delay	9
	frame	data/chars/xralf/grab72.png
	frame	data/chars/xralf/grab73.png
	frame	data/chars/xralf/grab74.png
	@cmd	flip
	delay	8
	frame	data/chars/xralf/a01.png
		
anim	freespecial6
@script

   void self = getlocalvar("self");
   void target = getlocalvar("Target" + self);

   if(frame == 2)
   {
	bindentity(target, NULL());
	tossentity(target, 3.5, 0, 0); // Toss opponent 
   }
	@end_script	
	energycost	10
	mponly	1
	cancel	7 11 0 A freespecial5
	cancel	7 11 0 J freespecial5
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	@cmd	position 0 20 75 -1 1
	frame	data/chars/xralf/grab62.png
	sound	data/sounds/xralf07.wav
	@cmd	position 2 0 120 1 1
	frame	data/chars/xralf/grab63.png
	delay	15
	frame	data/chars/xralf/grab64.png #2
	delay	9
	frame	data/chars/xralf/grab65.png
	delay	50
	frame	data/chars/xralf/grab66.png
	delay	20
	@cmd	hurt 20
	sound	data/sounds/fall.wav
	sound	data/sounds/break.wav
	@cmd	spawn01 "flashscreen1" 0 80 1
	@cmd	position 1 0 90 -1 1
	frame	data/chars/xralf/grab67.png
	delay	10
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #6
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #7
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #11
	delay	8
	sound	data/sounds/xralf08.wav
	@cmd	position 6 -15 30 -1 1
	frame	data/chars/xralf/grab69.png
	@cmd	depost 0
	@cmd	finish 30 1 -2 0 0 -1
	frame	data/chars/xralf/grab70.png
	delay	25
	@cmd	clearL
	frame	data/chars/xralf/grab71.png
	delay	9
	frame	data/chars/xralf/grab72.png
	frame	data/chars/xralf/grab73.png
	frame	data/chars/xralf/grab74.png
	@cmd	flip
	delay	8
	frame	data/chars/xralf/a01.png
		
anim	freespecial9
	loop	0
	delay	8
	offset	145 211
	bbox	130 160 30 40
	jumpframe	4 3 4
	landframe	12 dust
	fastattack	1
	forcedirection	-1
	hitfx	data/sounds/beat5.wav
	frame	data/chars/xralf/rise09.png
	frame	data/chars/xralf/rise08.png
	frame	data/chars/xralf/rise06.png
	delay	35
	sound	data/sounds/xralf03.wav
	frame	data/chars/xralf/rise07.png
	delay	5
	bbox	125 120 30 30
	frame	data/chars/xralf/jump04.png
	bbox	107 120 30 30
	frame	data/chars/xralf/pw60.png
	attack10	119 125 105 60 10 1 1 0 12 20
	dropv	2 3
	frame	data/chars/xralf/pw61.png
	frame	data/chars/xralf/pw62.png
	attack10	0 0 0 0
	frame	data/chars/xralf/pw63.png
	attack10	119 125 105 60 10 1 1 0 12 20
	dropv	2 3
	frame	data/chars/xralf/pw64.png
	frame	data/chars/xralf/pw65.png
	attack10	0 0 0 0
	@cmd	looper 5 15
	frame	data/chars/xralf/pw60.png
	delay	12
	bbox	130 155 30 30
	frame	data/chars/xralf/rise07.png
	frame	data/chars/xralf/rise06.png
	frame	data/chars/xralf/rise08.png
		
anim	get
	delay	9
	offset	145 211
	bbox	0 0 0 0
	frame	data/chars/xralf/grd06.png
	delay	20
	frame	data/chars/xralf/get02.png
	delay	9
	frame	data/chars/xralf/grd06.png
	frame	data/chars/xralf/grd07.png
		
anim	grab
	loop	0
	delay	12
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/a44.png
		
anim	grabattack
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	attack	0 0 0 0
	frame	data/chars/xralf/a44.png
	delay	23
	attack5	160 110 35 30 15 0 1 0 16 0
	frame	data/chars/xralf/grab01.png
		
anim	grabattack2
	loop	0
	attackone	0
	delay	5
	offset	145 211
	bbox	0 0 0 0
	staydown	500 500
	hitfx	data/sounds/beat2.wav
	sound	data/sounds/xralf01.wav
	frame	data/chars/xralf/a44.png
	attack	0 0 0 0
	delay	8
	frame	data/chars/xralf/grab10.png
	frame	data/chars/xralf/grab11.png
	frame	data/chars/xralf/grab12.png
	frame	data/chars/xralf/grab13.png
	frame	data/chars/xralf/grab14.png
	frame	data/chars/xralf/grab15.png
	attack9	140 110 57 42 30 1 0 0 30 0
	dropv	1.5 2
	frame	data/chars/xralf/grab16.png
	frame	data/chars/xralf/grab16.png
	frame	data/chars/xralf/grab16.png
	attack9	0 0 0 0
	delay	12
	frame	data/chars/xralf/grab17.png
		
anim	grabbackward
	attackone	0
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	jumpframe	14 2 -2
	attack	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 10 25 55 -1 -1
	frame	data/chars/xralf/grab20.png
	delay	8
	@cmd	position 11 20 55 -1 -1
	frame	data/chars/xralf/grab21.png
	@cmd	position 11 20 50 -1 -1
	frame	data/chars/xralf/grab22.png
	@cmd	position 11 20 48 -1 -1
	frame	data/chars/xralf/grab23.png
	sound	data/sounds/xralf03.wav
	@cmd	position 8 15 70 -1 -1
	frame	data/chars/xralf/grab24.png
	@cmd	position 4 10 75 -1 -1
	frame	data/chars/xralf/grab25.png
	@cmd	position 4 10 100 -1 -1
	frame	data/chars/xralf/grab26.png
	@cmd	position 3 -5 120 -1 -1
	frame	data/chars/xralf/grab27.png
	delay	12
	@cmd	position 15 10 145 -1 1
	frame	data/chars/xralf/grab28.png
	@cmd	position 14 10 145 -1 1
	frame	data/chars/xralf/grab29.png
	delay	20
	@cmd	position 14 10 145 -1 1
	frame	data/chars/xralf/grab30.png
	delay	12
	@cmd	position 14 8 145 -1 1
	frame	data/chars/xralf/grab31.png
	@cmd	position 14 7 145 -1 1
	frame	data/chars/xralf/grab32.png
	@cmd	position 14 7 142 -1 1
	frame	data/chars/xralf/grab33.png
	delay	8
	sound	data/sounds/xralf02.wav
	forcedirection	1
	blast	110 110 80 65 15 0 0 12 20
	@cmd	position 14 3 138 -1 1
	frame	data/chars/xralf/grab34.png #14
	@cmd	position 12 -20 110 -1 -1
	frame	data/chars/xralf/grab35.png
	@cmd	position 12 -25 100 -1 -1
	frame	data/chars/xralf/grab36.png
	@cmd	position 12 -25 85 -1 -1
	frame	data/chars/xralf/grab37.png
	@cmd	position 12 -25 60 -1 -1
	frame	data/chars/xralf/grab38.png
	delay	12
	@cmd	position 15 -10 48 -1 1
	frame	data/chars/xralf/grab39.png #19
	sound	data/sounds/bang2.wav
	@cmd	spawn01 "qfx" -30 1 1
	@cmd	position 14 -10 48 -1 1
	frame	data/chars/xralf/grab40.png
	delay	20
	@cmd	position 15 -10 48 -1 1
	frame	data/chars/xralf/grab41.png
	blast	0 0 0 0
	delay	8
	@cmd	depost 0
	@cmd	finish 70 1 -2 3 0 -1
	frame	data/chars/xralf/grab41.png
	frame	data/chars/xralf/grab42.png
	frame	data/chars/xralf/grab43.png
	@cmd	clearL
	frame	data/chars/xralf/grab44.png
	frame	data/chars/xralf/grab45.png
	frame	data/chars/xralf/grab46.png
	frame	data/chars/xralf/grab47.png
	frame	data/chars/xralf/grab48.png
	frame	data/chars/xralf/grab49.png
	delay	12
	sound	data/sounds/xralf03.wav
	frame	data/chars/xralf/grab50.png
	frame	data/chars/xralf/grab51.png
	frame	data/chars/xralf/grab52.png
	delay	8
	@cmd	flip
	frame	data/chars/xralf/grd06.png
	frame	data/chars/xralf/grd07.png
		
anim	grabbed
	loop	0
	delay	10
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/pain3.png
		
anim	grabdown
@script
	void self = getlocalvar("self");
	if(frame == 0)
	{
		changeentityproperty(self, "aggression", 1);
	}
	@end_script	
	cancel	11 15 2 A freespecial10
	cancel	11 15 2 J freespecial12
	otg	1
	loop	0
	delay	12
	offset	145 211
	bbox	0 0 0 0
	fastattack	1
	staydown	500 500
	hitfx	data/sounds/grab2.wav
	sound	data/sounds/grab.wav
	frame	data/chars/xralf/a44.png
	@cmd	clearL
	frame	data/chars/xralf/jump00.png
	frame	data/chars/xralf/grd06.png
	movez	1
	attack	135 140 84 70 0 1 1 1 0 10
	dropv	1 0
	frame	data/chars/xralf/grab80.png
	attack	0 0 0 0
	movez	0
	delay	25
	frame	data/chars/xralf/grab81.png
	delay	12
	frame	data/chars/xralf/grab82.png
	frame	data/chars/xralf/grab83.png
	sound	data/sounds/xralf02.wav
	frame	data/chars/xralf/grab84.png
	delay	9
	hitfx	data/sounds/beat5.wav
	forcedirection	-1
	staydown	300 500
	attack11	175 185 45 25 0 1 0 0 40 3
	dropv	0 0
	frame	data/chars/xralf/grab85.png
	attack11	0 0 0 0
	frame	data/chars/xralf/grab86.png
	frame	data/chars/xralf/grab87.png #10
	delay	3
	frame	data/chars/xralf/grab87.png #11
	frame	data/chars/xralf/grab87.png
	frame	data/chars/xralf/grab87.png
	frame	data/chars/xralf/grab87.png
	frame	data/chars/xralf/grab87.png #15
	@cmd	looper 11 12
	delay	10
	frame	data/chars/xralf/grab84.png
	@cmd	clearL
	frame	data/chars/xralf/grab80.png
	frame	data/chars/xralf/jump00.png
	frame	data/chars/xralf/grd07.png
		
anim	grabforward
	loop	0
	delay	5
	offset	145 211
	bbox	130 125 30 75
	attack	0 0 0 0
	frame	data/chars/xralf/a44.png
	delay	23
	attack5	150 110 40 30 15 0 1 0 16 0
	frame	data/chars/xralf/grab02.png
		
anim	grabforward2
	loop	0
	delay	5
	attackone	0
	offset	145 211
	bbox	0 0 0 0
	staydown	500 500
	hitfx	data/sounds/beat2.wav
	sound	data/sounds/xralf01.wav
	frame	data/chars/xralf/a44.png
	attack	0 0 0 0
	delay	8
	frame	data/chars/xralf/grab10.png
	frame	data/chars/xralf/grab11.png
	frame	data/chars/xralf/grab12.png
	frame	data/chars/xralf/grab13.png
	frame	data/chars/xralf/grab14.png
	frame	data/chars/xralf/grab15.png
	attack9	140 110 57 42 30 1 0 0 30 0
	dropv	1.5 2
	frame	data/chars/xralf/grab16.png
	frame	data/chars/xralf/grab16.png
	frame	data/chars/xralf/grab16.png
	attack9	0 0 0 0
	delay	12
	frame	data/chars/xralf/grab17.png
		
anim	grabup
@script

   void self = getlocalvar("self");
   void target = getlocalvar("Target" + self);

   if(frame == 4)
   {
	bindentity(target, NULL());
	tossentity(target, 6.5, 0, 0); // Toss opponent 
   }
	@end_script	
	cancel	9 13 0 A freespecial5
	cancel	9 13 0 J freespecial5
	loop	0
	delay	30
	offset	145 211
	bbox	0 0 0 0
	sound	data/sounds/grab.wav
	@cmd	slamstart
	@cmd	position 10 50 48 -1 -1
	frame	data/chars/xralf/grab60.png
	delay	12
	@cmd	position 11 20 48 -1 -1
	frame	data/chars/xralf/grab61.png
	@cmd	position 0 20 75 -1 1
	frame	data/chars/xralf/grab62.png
	sound	data/sounds/xralf07.wav
	@cmd	position 2 0 120 1 1
	frame	data/chars/xralf/grab63.png
	delay	25
	frame	data/chars/xralf/grab64.png #4
	delay	12
	frame	data/chars/xralf/grab65.png
	delay	90
	frame	data/chars/xralf/grab66.png
	delay	20
	sound	data/sounds/fall.wav
	sound	data/sounds/break.wav
	@cmd	spawn01 "flashscreen1" 0 80 1
	@cmd	hurt 40
	@cmd	position 1 0 90 -1 1
	frame	data/chars/xralf/grab67.png
	delay	10
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #8
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #9
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png
	@cmd	position 1 0 100 -1 1
	frame	data/chars/xralf/grab68.png #13
	delay	8
	sound	data/sounds/xralf08.wav
	@cmd	position 6 -15 30 -1 1
	frame	data/chars/xralf/grab69.png
	@cmd	depost 0
	@cmd	finish 30 1 -2 0 0 -1
	frame	data/chars/xralf/grab70.png
	delay	25
	@cmd	clearL
	frame	data/chars/xralf/grab71.png
	delay	9
	frame	data/chars/xralf/grab72.png
	frame	data/chars/xralf/grab73.png
	frame	data/chars/xralf/grab74.png
	@cmd	flip
	delay	8
	frame	data/chars/xralf/a01.png
		
anim	idle
	loop	1
	delay	12
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/idle01.png
	@cmd	clearL
	frame	data/chars/xralf/idle02.png
	frame	data/chars/xralf/idle03.png
	frame	data/chars/xralf/idle05.png
	frame	data/chars/xralf/idle06.png
	frame	data/chars/xralf/idle01.png
	frame	data/chars/xralf/idle02.png
	frame	data/chars/xralf/idle03.png
	frame	data/chars/xralf/idle05.png
	frame	data/chars/xralf/idle06.png
	frame	data/chars/xralf/idle01.png
	frame	data/chars/xralf/idle02.png
	frame	data/chars/xralf/idle03.png
	frame	data/chars/xralf/idle05.png
	frame	data/chars/xralf/idle06.png
	delay	4
	frame	data/chars/xralf/idle01.png
	@cmd	clearL
	frame	data/chars/xralf/idle01.png
	delay	6
	frame	data/chars/xralf/idle07.png #17
	frame	data/chars/xralf/idle08.png
	frame	data/chars/xralf/idle09.png
	frame	data/chars/xralf/idle10.png
	frame	data/chars/xralf/idle11.png
	frame	data/chars/xralf/idle12.png
	frame	data/chars/xralf/idle13.png
	frame	data/chars/xralf/idle14.png
	frame	data/chars/xralf/idle15.png
	frame	data/chars/xralf/idle16.png
	@cmd	looper 17 1
	frame	data/chars/xralf/idle07.png
	@cmd	clearL
	frame	data/chars/xralf/idle08.png
		
anim	jump
	loop	0
	delay	7
	offset	145 211
	bbox	130 110 30 55
	frame	data/chars/xralf/jump01.png
	frame	data/chars/xralf/jump02.png
	frame	data/chars/xralf/jump03.png
	delay	20
	frame	data/chars/xralf/jump04.png
	delay	7
	frame	data/chars/xralf/jump03.png
	frame	data/chars/xralf/jump02.png
	frame	data/chars/xralf/jump01.png
		
anim	jumpattack
	loop	0
	delay	9
	offset	145 211
	bbox	120 95 30 50
	forcedirection	-1
	staydown	300 300
	sound	data/sounds/xralf02.wav
	hitfx	data/sounds/beat3.wav
	frame	data/chars/xralf/jua01.png
	frame	data/chars/xralf/jua06.png
	delay	30
	attack	143 122 80 55 30 1 0 0 20 0
	frame	data/chars/xralf/jua07.png
		
anim	jumpattack2
	loop	0
	delay	7
	offset	145 211
	bbox	130 95 30 50
	frame	data/chars/xralf/jua10.png
	frame	data/chars/xralf/jua11.png
	attack2	143 122 45 50 12 0 0 0 15 0
	frame	data/chars/xralf/jua12.png
	frame	data/chars/xralf/jua13.png
		
anim	jumpattack3
	fastattack	1
	forcedirection	-1
	loop	0
	delay	8
	offset	145 211
	bbox	130 95 30 50
	jumpframe	4 -2 4
	landframe	6 dust
	attack	0 0 0 0
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/xralf04.wav
	frame	data/chars/xralf/jua30.png
	@cmd	leaper -1 2
	frame	data/chars/xralf/jua31.png
	frame	data/chars/xralf/jua32.png
	frame	data/chars/xralf/jua33.png
	frame	data/chars/xralf/jua34.png
	delay	500
	burn	143 122 80 75 25 1 0 0 25 40
	frame	data/chars/xralf/jua35.png
	delay	8
	@cmd	spawn01 "explosion1" 70 30 -1
	bbox	128 160 30 50
	frame	data/chars/xralf/rise02.png
	burn	0 0 0 0
	@cmd	leaper -1 3
	bbox	130 95 30 50
	frame	data/chars/xralf/jump06.png
	frame	data/chars/xralf/jump05.png
	frame	data/chars/xralf/jump04.png
	frame	data/chars/xralf/jump03.png
	frame	data/chars/xralf/jump02.png
	frame	data/chars/xralf/jump01.png
		
anim	jumpdelay
	loop	0
	delay	7
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/jump00.png
		
anim	jumpforward
	loop	0
	delay	7
	offset	145 211
	bbox	117 95 30 50
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/xralf02.wav
	forcedirection	-1
	staydown	300 300
	frame	data/chars/xralf/jua01.png
	frame	data/chars/xralf/jua02.png
	attack	140 122 81 50 30 1 0 0 20 0
	dropv	2 4
	frame	data/chars/xralf/jua03.png
	frame	data/chars/xralf/jua04.png
		
anim	jumpland
	loop	0
	delay	7
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/jump00.png
		
anim	pain
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/pain1.png
	offset	140 211
	frame	data/chars/xralf/pain2.png
	offset	146 211
	frame	data/chars/xralf/pain2.png
	offset	145 211
	frame	data/chars/xralf/pain2.png
		
anim	pain2
	loop	0
	delay	3
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/pain3.png
	offset	140 211
	frame	data/chars/xralf/pain4.png
	offset	146 211
	frame	data/chars/xralf/pain4.png
	offset	145 211
	frame	data/chars/xralf/pain4.png
		
anim	pain3
	loop	0
	delay	2
	offset	145 211
	bbox	130 125 30 75
	move	-6
	frame	data/chars/xralf/pain1.png
	frame	data/chars/xralf/pain1.png
	frame	data/chars/xralf/pain1.png
	frame	data/chars/xralf/pain2.png
	frame	data/chars/xralf/pain2.png
	frame	data/chars/xralf/pain2.png
	move	-4
	frame	data/chars/xralf/pain1.png
	frame	data/chars/xralf/pain1.png
	frame	data/chars/xralf/pain1.png
	frame	data/chars/xralf/pain3.png
	frame	data/chars/xralf/pain3.png
	move	-2
	frame	data/chars/xralf/pain3.png
	frame	data/chars/xralf/pain4.png
	frame	data/chars/xralf/pain4.png
	delay	50
	frame	data/chars/xralf/pain4.png
		
anim	pain5
	loop	0
	delay	12
	offset	145 211
	bbox	130 125 30 75
	frame	data/chars/xralf/pain1.png
