name          gemma
	@cmd	position 20 60 90 1 1
	frame	data/chars/2officeguy9/grab07.gif
	@cmd	position 19 60 20 -1 -1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	hurt 5
	@cmd	spawn01 "dust" 35 1 1
	sound	data/sounds/fall3.wav
	@cmd	position 3 25 8 -1 1
	frame	data/chars/2officeguy9/xgrab11.gif
	@cmd	position 6 45 10 -1 1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	position 19 50 50 -1 -1
	frame	data/chars/2officeguy9/grab12.gif
	@cmd	position 14 -20 120 -1 1
	frame	data/chars/2officeguy9/grab05.gif
	@cmd	position 2 5 165 1 1
	frame	data/chars/2officeguy9/grab06.gif
	@cmd	position 20 60 90 1 1
	frame	data/chars/2officeguy9/grab07.gif
	@cmd	position 19 60 20 -1 -1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	hurt 5
	@cmd	spawn01 "dust" 35 1 1
	sound	data/sounds/fall3.wav
	@cmd	position 3 25 8 -1 1
	frame	data/chars/2officeguy9/xgrab11.gif
	@cmd	position 6 45 10 -1 1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	position 19 50 50 -1 -1
	frame	data/chars/2officeguy9/grab12.gif
	@cmd	position 14 -20 120 -1 1
	frame	data/chars/2officeguy9/grab05.gif
	@cmd	position 2 5 165 1 1
	frame	data/chars/2officeguy9/grab06.gif
	@cmd	position 20 60 90 1 1
	frame	data/chars/2officeguy9/grab07.gif
	@cmd	position 19 60 20 -1 -1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	hurt 5
	@cmd	spawn01 "dust" 35 1 1
	sound	data/sounds/fall3.wav
	@cmd	position 3 25 8 -1 1
	frame	data/chars/2officeguy9/xgrab11.gif
	@cmd	position 6 45 10 -1 1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	position 19 50 50 -1 -1
	frame	data/chars/2officeguy9/grab12.gif
	@cmd	position 14 -20 120 -1 1
	frame	data/chars/2officeguy9/grab05.gif
	@cmd	position 2 5 165 1 1
	frame	data/chars/2officeguy9/grab06.gif
	@cmd	position 20 60 90 1 1
	frame	data/chars/2officeguy9/grab07.gif
	@cmd	position 19 60 20 -1 -1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	hurt 5
	@cmd	spawn01 "dust" 35 1 1
	sound	data/sounds/fall3.wav
	@cmd	position 3 25 8 -1 1
	frame	data/chars/2officeguy9/xgrab11.gif
	@cmd	position 6 45 10 -1 1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	position 19 50 50 -1 -1
	frame	data/chars/2officeguy9/grab12.gif
	@cmd	position 14 -20 120 -1 1
	frame	data/chars/2officeguy9/grab05.gif
	@cmd	position 2 5 165 1 1
	frame	data/chars/2officeguy9/grab06.gif
	@cmd	position 20 60 90 1 1
	frame	data/chars/2officeguy9/grab07.gif
	@cmd	position 19 60 20 -1 -1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	hurt 5
	@cmd	spawn01 "dust" 35 1 1
	sound	data/sounds/fall3.wav
	@cmd	position 3 25 8 -1 1
	frame	data/chars/2officeguy9/xgrab11.gif
	@cmd	position 6 45 10 -1 1
	frame	data/chars/2officeguy9/grab11.gif
	@cmd	position 19 50 50 -1 -1
	frame	data/chars/2officeguy9/grab12.gif
	delay	3
	@cmd	position 0 40 60 -1 -1
	frame	data/chars/2officeguy9/grab13.gif
	sound	data/sounds/punch2.wav
	@cmd	position 0 40 60 -1 -1
	frame	data/chars/2officeguy9/grab13.gif
	@cmd	position 0 40 60 -1 -1
	frame	data/chars/2officeguy9/grab13.gif
	@cmd	position 0 40 60 -1 -1
	frame	data/chars/2officeguy9/grab13.gif
	@cmd	position 10 -55 80 -1 -1
	frame	data/chars/2officeguy9/grab14.gif
	sound	data/sounds/punch2.wav
	@cmd	position 10 -55 80 -1 -1
	frame	data/chars/2officeguy9/grab14.gif
	@cmd	position 10 -55 80 -1 -1
	frame	data/chars/2officeguy9/grab14.gif
	@cmd	position 10 -55 80 -1 -1
	frame	data/chars/2officeguy9/grab14.gif
	@cmd	position 22 -10 12 1 1
	frame	data/chars/2officeguy9/grab15.gif
	@cmd	hurt 5
	@cmd	position 22 -10 12 1 1
	frame	data/chars/2officeguy9/grab15.gif
	@cmd	position 22 -10 12 1 1
	frame	data/chars/2officeguy9/grab15.gif
	@cmd	position 22 -10 12 1 1
	frame	data/chars/2officeguy9/grab15.gif
	@cmd	position 22 -10 12 1 1
	frame	data/chars/2officeguy9/grab15.gif
	@cmd	position 0 90 70 -1 -1
	frame	data/chars/2officeguy9/grab17.gif
	@cmd	position 0 90 70 -1 -1
	frame	data/chars/2officeguy9/grab17.gif
	@cmd	position 0 90 70 -1 -1
	frame	data/chars/2officeguy9/grab17.gif
	@cmd	spawn02 "flashsc1" -10 200 190
	@cmd	killgrab
	@cmd	position 0 90 70 -1 -1
	frame	data/chars/2officeguy9/grab17.gif
	@cmd	depost 0
	@cmd	finish 45 1 -1 6 0 0
	delay	40
	frame	data/chars/2officeguy9/grab17.gif
	delay	14
	@cmd	clearL
	frame	data/chars/2officeguy9/grab18.gif
		
anim	follow9
	loop	1
	delay	5
	offset	125 215
	bbox	0 0 0 0
	frame	data/chars/2officeguy9/grab05.gif
	@cmd	attack1 -315 315 210 "ANI_FOLLOW11"
	frame	data/chars/2officeguy9/grab06.gif
	@cmd	attack1 -315 315 210 "ANI_FOLLOW11"
	frame	data/chars/2officeguy9/grab07.gif
		
anim	grabbed
	loop	0
	delay	10
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/grabbed.gif
		
anim	idle
	loop	0
	delay	5
	offset	125 215
	bbox	95 97 50 100
	@cmd	lifeaggr 25 250
	frame	data/chars/2officeguy9/idle01.gif
	@cmd	depost 0
	delay	12
	frame	data/chars/2officeguy9/idle01.gif
	@cmd	clearL
	frame	data/chars/2officeguy9/idle01.gif
		
anim	jump
	range	30 300
	loop	0
	delay	20
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/rise5.gif
	delay	17
	frame	data/chars/2officeguy9/c02.gif
	frame	data/chars/2officeguy9/d01.gif
		
anim	jumpland
	loop	0
	delay	12
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/rise5.gif
	delay	30
	frame	data/chars/2officeguy9/rise4.gif
		
anim	pain
	loop	0
	delay	3
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/pain0.gif
	offset	122 215
	frame	data/chars/2officeguy9/pain1.gif
	offset	129 215
	frame	data/chars/2officeguy9/pain1.gif
	delay	40
	offset	122 215
	frame	data/chars/2officeguy9/pain1.gif
		
anim	pain2
	loop	0
	delay	3
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/pain0.gif
	offset	122 215
	frame	data/chars/2officeguy9/pain2.gif
	offset	129 215
	frame	data/chars/2officeguy9/pain2.gif
	delay	40
	offset	122 215
	frame	data/chars/2officeguy9/pain2.gif
		
anim	pain3
	loop	0
	delay	1
	offset	125 215
	bbox	95 97 50 100
	jumpframe	1 2 -1 0
	frame	data/chars/2officeguy9/pain1.gif
	delay	25
	frame	data/chars/2officeguy9/fall2.gif
	delay	12
	frame	data/chars/2officeguy9/fall3.gif
	delay	4
	bbox	71 175 67 30
	frame	data/chars/2officeguy9/fall4.gif
	frame	data/chars/2officeguy9/fall5.gif
	frame	data/chars/2officeguy9/fall4.gif
	frame	data/chars/2officeguy9/fall5.gif
	delay	15
	bbox	0 0 0 0
	frame	data/chars/2officeguy9/fall4.gif
	delay	10
	frame	data/chars/2officeguy9/rise1.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
		
anim	pain5
	loop	0
	delay	23
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/pain1.gif
		
anim	pain6
	loop	0
	delay	23
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/pain2.gif
		
anim	pain8
	loop	0
	delay	2
	offset	125 215
	bbox	95 97 50 100
	move	-6
	frame	data/chars/2officeguy9/pain1.gif
	frame	data/chars/2officeguy9/pain1.gif
	frame	data/chars/2officeguy9/pain1.gif
	frame	data/chars/2officeguy9/pain2.gif
	frame	data/chars/2officeguy9/pain2.gif
	frame	data/chars/2officeguy9/pain2.gif
	move	-3
	frame	data/chars/2officeguy9/pain2.gif
	frame	data/chars/2officeguy9/pain2.gif
	move	-1
	frame	data/chars/2officeguy9/pain2.gif
	delay	35
	frame	data/chars/2officeguy9/pain2.gif
		
anim	pain9
	loop	0
	delay	15
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/pain1.gif
	delay	150
	frame	data/chars/2officeguy9/pain2.gif
		
anim	rise
@script
void self = getlocalvar("self");
if( frame == 0)
{
	int r = rand()%50;
	if( r > 14)
	{
	changeentityproperty(self, "animation", openborconstant("ANI_RISE19"));
	}
}
	@end_script	
	loop	0
	delay	15
	offset	125 215
	bbox	0 0 0 0
	frame	data/chars/2officeguy9/rise1.gif
	@cmd	riseattack 140 20 "ANI_FOLLOW5"
	frame	data/chars/2officeguy9/rise3.gif
	@cmd	riseattack 140 20 "ANI_FOLLOW5"
	frame	data/chars/2officeguy9/rise4.gif
	@cmd	riseattack 140 20 "ANI_FOLLOW5"
	frame	data/chars/2officeguy9/rise6.gif
		
anim	rise19
	loop	0
	delay	15
	offset	125 215
	bbox	0 0 0 0
	counterrange	3 20 1 1
	followanim	12
	frame	data/chars/2officeguy9/rise1.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	frame	data/chars/2officeguy9/rise2.gif
	frame	data/chars/2officeguy9/rise3.gif
	bbox	0 0 0 0
	frame	data/chars/2officeguy9/rise4.gif
	frame	data/chars/2officeguy9/rise6.gif
		
anim	spawn
	loop	0
	delay	1
	offset	125 215
	bbox	95 97 50 100
	@cmd	subwall 1
	frame	data/chars/2officeguy9/idle01.gif
	delay	15
	frame	data/chars/2officeguy9/idle01.gif
	frame	data/chars/2officeguy9/idle01.gif
		
anim	special
	energycost	50
	loop	0
	delay	12
	offset	125 215
	bbox	0 0 0 0
	followanim	8
	followcond	1
	hitfx	data/sounds/grab.wav
	attack	95 90 70 60 0 0 1 1 20 10
	frame	data/chars/2officeguy9/grab10.gif
	frame	data/chars/2officeguy9/grab10.gif
	attack	0 0 0 0
	frame	data/chars/2officeguy9/grab11.gif
		
anim	special2
@script
	void self = getlocalvar("self");
	int eTime = openborvariant("elapsed_time");
	if (frame == 0)
	{
	changeentityproperty(self, "invincible", 1);
	changeentityproperty(self, "invinctime", eTime + 180);
	changeentityproperty(self, "blink", 1);
	}
	@end_script	
	energycost	10
	mponly	1
	loop	0
	delay	14
	offset	125 215
	bbox	0 0 0 0
	frame	data/chars/2officeguy9/e01.gif
	delay	5
	frame	data/chars/2officeguy9/e02.gif
	attack	60 90 125 60 7 1 1 1 30 15
	dropv	4 3
	frame	data/chars/2officeguy9/e03.gif
	delay	6
	frame	data/chars/2officeguy9/e04.gif
	frame	data/chars/2officeguy9/e08.gif
	frame	data/chars/2officeguy9/e04.gif
	frame	data/chars/2officeguy9/e08.gif
	frame	data/chars/2officeguy9/e04.gif
	frame	data/chars/2officeguy9/e08.gif
	attack	0 0 0 0
	frame	data/chars/2officeguy9/e05.gif
	delay	6
	frame	data/chars/2officeguy9/e01.gif
	attack	60 90 125 60 5 1 1 1 30 15
	dropv	4 3
	frame	data/chars/2officeguy9/e06.gif
	frame	data/chars/2officeguy9/e07.gif
	frame	data/chars/2officeguy9/e06.gif
	frame	data/chars/2officeguy9/e07.gif
	frame	data/chars/2officeguy9/e06.gif
	frame	data/chars/2officeguy9/e07.gif
	frame	data/chars/2officeguy9/e06.gif
	frame	data/chars/2officeguy9/e07.gif
	frame	data/chars/2officeguy9/e06.gif
	frame	data/chars/2officeguy9/e07.gif
	attack	0 0 0 0
	delay	14
	frame	data/chars/2officeguy9/e01.gif
	frame	data/chars/2officeguy9/e05.gif
		
anim	upper
	range	0 180
	rangez	-15 15
	loop	0
	delay	10
	offset	125 215
	bbox	0 0 0 0
	@cmd	dasher 2 0 0
	frame	data/chars/2officeguy9/upper01.gif
	sound	data/sounds/bguyd08.wav
	frame	data/chars/2officeguy9/upper02.gif
	attack	125 60 90 90 35 1 0 0 25 17
	dropv	5 1
	bbox	95 97 50 100
	delay	9
	frame	data/chars/2officeguy9/upper03.gif
	frame	data/chars/2officeguy9/xupper03.gif
	frame	data/chars/2officeguy9/upper03.gif
	@cmd	stop
	frame	data/chars/2officeguy9/xupper03.gif
	frame	data/chars/2officeguy9/upper03.gif
	frame	data/chars/2officeguy9/xupper03.gif
	attack	0 0 0 0
	delay	15
	frame	data/chars/2officeguy9/upper02.gif
		
anim	walk
	loop	1
	delay	8
	offset	125 215
	bbox	95 97 50 100
	frame	data/chars/2officeguy9/wk01.gif
	frame	data/chars/2officeguy9/wk02.gif
	frame	data/chars/2officeguy9/wk03.gif
	frame	data/chars/2officeguy9/wk04.gif
	frame	data/chars/2officeguy9/wk05.gif
	frame	data/chars/2officeguy9/wk06.gif
	frame	data/chars/2officeguy9/wk07.gif
	frame	data/chars/2officeguy9/wk08.gif
		
#|edited by openBor Stats v 0.67
		
